fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_320 001_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.337761526E-14 1.000000000E+20 1.209935775E+00 2.701976681E-15 1.594155758E-04 
001_320_SRH 001_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.351004832E-14 1.000000000E+20 1.227256478E+00 2.549529566E-15 2.881955239E-04 
002_320 002_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.952529976E-14 1.000000000E+20 1.215343074E+00 3.890526804E-15 1.883179007E-04 
002_320_SRH 002_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.969407735E-14 1.000000000E+20 1.227428575E+00 3.740218929E-15 2.902604816E-04 
003_320 003_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.839807624E-14 1.000000000E+20 1.219318384E+00 5.634060745E-15 2.148226295E-04 
003_320_SRH 003_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.861987286E-14 1.000000000E+20 1.227676861E+00 5.485711181E-15 2.932797639E-04 
004_320 004_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.110966391E-14 1.000000000E+20 1.222291568E+00 8.189495842E-15 2.385750769E-04 
004_320_SRH 004_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.140750856E-14 1.000000000E+20 1.228032495E+00 8.043172179E-15 2.976863914E-04 
005_320 005_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.913180784E-14 1.000000000E+20 1.224615944E+00 1.193166305E-14 2.601540183E-04 
005_320_SRH 005_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.953692716E-14 1.000000000E+20 1.228536100E+00 1.178767362E-14 3.041011194E-04 
006_320 006_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.431684378E-14 1.000000000E+20 1.226575790E+00 1.740631358E-14 2.808895535E-04 
006_320_SRH 006_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.487028371E-14 1.000000000E+20 1.229238427E+00 1.726520402E-14 3.134036195E-04 
007_320 007_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.288349649E-13 1.000000000E+20 1.228398146E+00 2.540650726E-14 3.026759320E-04 
007_320_SRH 007_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.195881823E-13 1.000000000E+20 1.230196885E+00 2.526905223E-14 3.268206868E-04 
008_320 008_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.749722097E-13 1.000000000E+20 1.230259354E+00 3.708311437E-14 3.278729249E-04 
008_320_SRH 008_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.659854230E-13 1.000000000E+20 1.231467593E+00 3.695027050E-14 3.460234095E-04 
009_320 009_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.347762947E-13 1.000000000E+20 1.232282401E+00 5.410610819E-14 3.592850317E-04 
009_320_SRH 009_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.261131950E-13 1.000000000E+20 1.233088915E+00 5.397891214E-14 3.732097382E-04 
010_320 010_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.096574208E-13 1.000000000E+20 1.234525897E+00 7.890305488E-14 4.001550204E-04 
010_320_SRH 010_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.013757624E-13 1.000000000E+20 1.235060795E+00 7.878245900E-14 4.111342335E-04 
011_320 011_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.002141688E-13 1.000000000E+20 1.236973126E+00 1.150153900E-13 4.540775491E-04 
011_320_SRH 011_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.923538484E-13 1.000000000E+20 1.237325825E+00 1.149020486E-13 4.630180928E-04 
012_320 012_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.065881571E-13 1.000000000E+20 1.239535765E+00 1.676305908E-13 5.247628030E-04 
012_320_SRH 012_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.991610188E-13 1.000000000E+20 1.239767372E+00 1.675246822E-13 5.322945773E-04 
013_320 013_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.292856984E-13 1.000000000E+20 1.242668072E+00 2.447209040E-13 6.162729896E-04 
013_320_SRH 013_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.222809885E-13 1.000000000E+20 1.242723661E+00 2.445719433E-13 6.228311766E-04 
014_320 014_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.703662544E-13 1.000000000E+20 1.245339857E+00 3.572142664E-13 7.272914404E-04 
014_320_SRH 014_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.637625432E-13 1.000000000E+20 1.245473523E+00 3.571491329E-13 7.327859756E-04 
015_320 015_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.351589706E-13 1.000000000E+20 1.251274113E+00 5.223608126E-13 8.660315270E-04 
015_320_SRH 015_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.289610432E-13 1.000000000E+20 1.251633335E+00 5.223561876E-13 8.714357724E-04 
016_320 016_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.130290250E-12 1.000000000E+20 1.259409640E+00 7.647396942E-13 1.041409354E-03 
016_320_SRH 016_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.124238901E-12 1.000000000E+20 1.259457096E+00 7.646615841E-13 1.046175185E-03 
017_320 017_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.358473993E-12 1.000000000E+20 1.261151984E+00 1.118419791E-12 1.232092600E-03 
017_320_SRH 017_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.352608216E-12 1.000000000E+20 1.261182815E+00 1.118342491E-12 1.236553778E-03 
018_320 018_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.628872324E-12 1.000000000E+20 1.262596153E+00 1.636695032E-12 1.452664666E-03 
018_320_SRH 018_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.623146134E-12 1.000000000E+20 1.262616819E+00 1.636619974E-12 1.456940594E-03 
019_320 019_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.955922403E-12 1.000000000E+20 1.271017767E+00 2.438896412E-12 1.744682167E-03 
019_320_SRH 019_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.950304526E-12 1.000000000E+20 1.271032181E+00 2.438825839E-12 1.748801782E-03 
