N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+15 330 1.800E-4 3.689723E+1 1.580280E+1 5.430740E-1 7.886420E+1
1.468000E+10 1.000E+15 330 1.800E-4 3.688942E+1 1.579410E+1 5.430440E-1 7.884190E+1
2.154000E+10 1.000E+15 330 1.800E-4 3.687798E+1 1.578130E+1 5.429990E-1 7.880920E+1
3.162000E+10 1.000E+15 330 1.800E-4 3.686123E+1 1.576260E+1 5.429320E-1 7.876110E+1
4.642000E+10 1.000E+15 330 1.800E-4 3.683672E+1 1.573510E+1 5.428350E-1 7.869030E+1
6.813000E+10 1.000E+15 330 1.800E-4 3.680095E+1 1.569490E+1 5.426930E-1 7.858610E+1
1.000000E+11 1.000E+15 330 1.800E-4 3.674884E+1 1.563600E+1 5.424830E-1 7.843250E+1
1.468000E+11 1.000E+15 330 1.800E-4 3.667324E+1 1.554450E+1 5.421740E-1 7.817890E+1
2.154000E+11 1.000E+15 330 1.800E-4 3.656414E+1 1.541900E+1 5.417210E-1 7.784390E+1
3.162000E+11 1.000E+15 330 1.800E-4 3.640798E+1 1.523650E+1 5.410520E-1 7.734820E+1
4.642000E+11 1.000E+15 330 1.800E-4 3.618719E+1 1.497280E+1 5.400650E-1 7.661280E+1
6.813000E+11 1.000E+15 330 1.800E-4 3.588067E+1 1.459440E+1 5.385550E-1 7.552570E+1
1.000000E+12 1.000E+15 330 1.800E-4 3.546661E+1 1.405460E+1 5.363230E-1 7.388810E+1
1.468000E+12 1.000E+15 330 1.800E-4 3.492914E+1 1.332440E+1 5.330080E-1 7.156940E+1
2.154000E+12 1.000E+15 330 1.800E-4 3.426907E+1 1.247080E+1 5.279470E-1 6.892910E+1
3.162000E+12 1.000E+15 330 1.800E-4 3.351232E+1 1.172940E+1 5.201040E-1 6.729470E+1
4.642000E+12 1.000E+15 330 1.800E-4 3.270306E+1 1.109740E+1 5.073370E-1 6.688620E+1
6.813000E+12 1.000E+15 330 1.800E-4 3.187950E+1 1.053810E+1 4.852410E-1 6.812300E+1
1.000000E+13 1.000E+15 330 1.800E-4 3.105550E+1 1.002450E+1 4.536630E-1 7.115270E+1
1.468000E+13 1.000E+15 330 1.800E-4 3.022556E+1 9.539400E+0 4.379650E-1 7.206180E+1
2.154000E+13 1.000E+15 330 1.800E-4 2.937983E+1 9.062000E+0 4.282590E-1 7.202220E+1
3.162000E+13 1.000E+15 330 1.800E-4 2.851272E+1 8.589400E+0 4.192880E-1 7.184770E+1
4.642000E+13 1.000E+15 330 1.800E-4 2.762391E+1 8.119900E+0 4.104490E-1 7.161580E+1
6.813000E+13 1.000E+15 330 1.800E-4 2.671681E+1 7.656000E+0 4.016430E-1 7.134730E+1
1.000000E+14 1.000E+15 330 1.800E-4 2.579748E+1 7.188600E+0 3.927900E-1 7.094300E+1
