Ytrue Ypred RelError Label
1.780000e+11 1.779992e+11 4.664643e-06 SC2973
2.670000e+11 2.670150e+11 5.607479e-05 SC312v6
7.090000e+12 7.089631e+12 5.210596e-05 SC3132v3
1.910000e+12 1.909935e+12 3.400861e-05 SC3152v1
3.100000e+12 3.100027e+12 8.667936e-06 SC3152v3
3.630000e+11 3.629813e+11 5.137881e-05 SC320v10
1.940000e+11 1.940098e+11 5.037599e-05 SC3252v1
9.310000e+11 9.309626e+11 4.019409e-05 SC3383v2
8.780000e+12 8.779544e+12 5.199036e-05 SC3411v10
7.570000e+12 7.570408e+12 5.390307e-05 SC3411v9
7.170000e+11 7.169615e+11 5.363660e-05 SC342v1
5.310000e+12 5.309792e+12 3.908670e-05 SC3491v2
1.630000e+13 1.629998e+13 1.307064e-06 SC3501v6
1.600000e+13 1.599991e+13 5.880156e-06 SC3501v9
9.880000e+12 9.879973e+12 2.723200e-06 SC3502v10
1.440000e+13 1.439990e+13 7.278106e-06 SC3503
1.490000e+12 1.490081e+12 5.437084e-05 SC3753v2
3.200000e+12 3.199860e+12 4.384072e-05 SC3753v7
7.210000e+12 7.209674e+12 4.521790e-05 SC4023v3
2.070000e+12 2.070102e+12 4.925727e-05 SC4023v5
