Ytrue Ypred RelError Label
1.780000e+11 1.780290e+11 1.631620e-04 SC2973
2.670000e+11 2.670350e+11 1.311006e-04 SC312v6
7.090000e+12 7.088893e+12 1.561005e-04 SC3132v3
1.910000e+12 1.910246e+12 1.289701e-04 SC3152v1
3.100000e+12 3.099894e+12 3.434939e-05 SC3152v3
3.630000e+11 3.629849e+11 4.147211e-05 SC320v10
1.940000e+11 1.940323e+11 1.666840e-04 SC3252v1
9.310000e+11 9.309984e+11 1.720855e-06 SC3383v2
8.780000e+12 8.779380e+12 7.060091e-05 SC3411v10
7.570000e+12 7.569827e+12 2.289996e-05 SC3411v9
7.170000e+11 7.169949e+11 7.092834e-06 SC342v1
5.310000e+12 5.309719e+12 5.294040e-05 SC3491v2
1.630000e+13 1.630114e+13 7.003722e-05 SC3501v6
1.600000e+13 1.599775e+13 1.405789e-04 SC3501v9
9.880000e+12 9.879926e+12 7.442817e-06 SC3502v10
1.440000e+13 1.440029e+13 2.036644e-05 SC3503
1.490000e+12 1.489998e+12 1.216582e-06 SC3753v2
3.200000e+12 3.199826e+12 5.452353e-05 SC3753v7
7.210000e+12 7.209780e+12 3.049611e-05 SC4023v3
2.070000e+12 2.070320e+12 1.544606e-04 SC4023v5
