Ytrue Ypred RelError Label
1.780000e+11 2.401455e+11 3.491320e-01 SC2973
2.670000e+11 2.438384e+11 8.674749e-02 SC312v6
7.090000e+12 7.472700e+12 5.397742e-02 SC3132v3
1.910000e+12 1.928607e+12 9.742043e-03 SC3152v1
3.100000e+12 3.347651e+12 7.988732e-02 SC3152v3
3.630000e+11 2.738754e+11 2.455224e-01 SC320v10
1.940000e+11 2.278972e+11 1.747281e-01 SC3252v1
9.310000e+11 8.300556e+11 1.084257e-01 SC3383v2
8.780000e+12 9.584908e+12 9.167522e-02 SC3411v10
7.570000e+12 9.029432e+12 1.927915e-01 SC3411v9
7.170000e+11 5.932544e+11 1.725881e-01 SC342v1
5.310000e+12 5.432880e+12 2.314122e-02 SC3491v2
1.630000e+13 1.721487e+13 5.612716e-02 SC3501v6
1.600000e+13 1.690949e+13 5.684284e-02 SC3501v9
9.880000e+12 1.094939e+13 1.082379e-01 SC3502v10
1.440000e+13 1.616284e+13 1.224192e-01 SC3503
1.490000e+12 1.432078e+12 3.887409e-02 SC3753v2
3.200000e+12 3.310905e+12 3.465779e-02 SC3753v7
7.210000e+12 8.364016e+12 1.600577e-01 SC4023v3
2.070000e+12 2.158176e+12 4.259722e-02 SC4023v5
