Ytrue Ypred RelError Label
1.780000e+11 1.804052e+11 1.351228e-02 SC2973
2.670000e+11 2.787101e+11 4.385796e-02 SC312v6
7.090000e+12 6.931242e+12 2.239178e-02 SC3132v3
1.910000e+12 1.899484e+12 5.505850e-03 SC3152v1
3.100000e+12 3.066511e+12 1.080275e-02 SC3152v3
3.630000e+11 3.697655e+11 1.863777e-02 SC320v10
1.940000e+11 1.957780e+11 9.165198e-03 SC3252v1
9.310000e+11 9.274921e+11 3.767937e-03 SC3383v2
8.780000e+12 8.925167e+12 1.653383e-02 SC3411v10
7.570000e+12 7.606842e+12 4.866894e-03 SC3411v9
7.170000e+11 6.961489e+11 2.908108e-02 SC342v1
5.310000e+12 5.264910e+12 8.491515e-03 SC3491v2
1.630000e+13 1.616652e+13 8.189261e-03 SC3501v6
1.600000e+13 1.576096e+13 1.493970e-02 SC3501v9
9.880000e+12 9.908797e+12 2.914635e-03 SC3502v10
1.440000e+13 1.426533e+13 9.352151e-03 SC3503
1.490000e+12 1.458430e+12 2.118779e-02 SC3753v2
3.200000e+12 3.221032e+12 6.572516e-03 SC3753v7
7.210000e+12 7.239418e+12 4.080101e-03 SC4023v3
2.070000e+12 2.095903e+12 1.251366e-02 SC4023v5
