Ytrue Ypred RelError Label
1.780000e+11 1.754334e+11 1.441919e-02 SC2973
2.670000e+11 2.595686e+11 2.783296e-02 SC312v6
7.090000e+12 7.661589e+12 8.061909e-02 SC3132v3
1.910000e+12 1.884151e+12 1.353346e-02 SC3152v1
3.100000e+12 3.234404e+12 4.335629e-02 SC3152v3
3.630000e+11 3.424518e+11 5.660657e-02 SC320v10
1.940000e+11 1.963103e+11 1.190852e-02 SC3252v1
9.310000e+11 9.394098e+11 9.033084e-03 SC3383v2
8.780000e+12 9.824266e+12 1.189369e-01 SC3411v10
7.570000e+12 8.280446e+12 9.385017e-02 SC3411v9
7.170000e+11 6.954467e+11 3.006044e-02 SC342v1
5.310000e+12 5.590796e+12 5.288069e-02 SC3491v2
1.630000e+13 1.708109e+13 4.791984e-02 SC3501v6
1.600000e+13 1.692556e+13 5.784751e-02 SC3501v9
9.880000e+12 1.096904e+13 1.102263e-01 SC3502v10
1.440000e+13 1.600440e+13 1.114164e-01 SC3503
1.490000e+12 1.511187e+12 1.421965e-02 SC3753v2
3.200000e+12 3.375269e+12 5.477145e-02 SC3753v7
7.210000e+12 8.163956e+12 1.323101e-01 SC4023v3
2.070000e+12 2.208334e+12 6.682781e-02 SC4023v5
