Ytrue Ypred RelError Label
1.780000e+11 2.812981e+11 5.803265e-01 SC2973
2.670000e+11 3.157410e+11 1.825505e-01 SC312v6
7.090000e+12 6.788907e+12 4.246731e-02 SC3132v3
1.910000e+12 1.894502e+12 8.113944e-03 SC3152v1
3.100000e+12 2.801532e+12 9.627995e-02 SC3152v3
3.630000e+11 4.187784e+11 1.536596e-01 SC320v10
1.940000e+11 2.538615e+11 3.085646e-01 SC3252v1
9.310000e+11 1.002590e+12 7.689558e-02 SC3383v2
8.780000e+12 8.798140e+12 2.066041e-03 SC3411v10
7.570000e+12 8.691105e+12 1.480984e-01 SC3411v9
7.170000e+11 7.776018e+11 8.452135e-02 SC342v1
5.310000e+12 4.156392e+12 2.172519e-01 SC3491v2
1.630000e+13 1.325631e+13 1.867297e-01 SC3501v6
1.600000e+13 1.120857e+13 2.994645e-01 SC3501v9
9.880000e+12 8.985239e+12 9.056282e-02 SC3502v10
1.440000e+13 1.228393e+13 1.469490e-01 SC3503
1.490000e+12 1.361874e+12 8.599043e-02 SC3753v2
3.200000e+12 2.761690e+12 1.369720e-01 SC3753v7
7.210000e+12 7.988221e+12 1.079363e-01 SC4023v3
2.070000e+12 1.795266e+12 1.327218e-01 SC4023v5
