Ytrue Ypred RelError Label
1.780000e+11 1.801271e+11 1.195003e-02 SC2973
2.670000e+11 2.716483e+11 1.740946e-02 SC312v6
7.090000e+12 7.298777e+12 2.944673e-02 SC3132v3
1.910000e+12 1.837470e+12 3.797393e-02 SC3152v1
3.100000e+12 3.101257e+12 4.054333e-04 SC3152v3
3.630000e+11 3.444219e+11 5.117945e-02 SC320v10
1.940000e+11 2.073779e+11 6.895812e-02 SC3252v1
9.310000e+11 9.883456e+11 6.159570e-02 SC3383v2
8.780000e+12 8.936035e+12 1.777163e-02 SC3411v10
7.570000e+12 7.775383e+12 2.713124e-02 SC3411v9
7.170000e+11 6.941837e+11 3.182186e-02 SC342v1
5.310000e+12 4.981682e+12 6.183017e-02 SC3491v2
1.630000e+13 1.593684e+13 2.227995e-02 SC3501v6
1.600000e+13 1.531651e+13 4.271827e-02 SC3501v9
9.880000e+12 9.716644e+12 1.653399e-02 SC3502v10
1.440000e+13 1.420625e+13 1.345492e-02 SC3503
1.490000e+12 1.544973e+12 3.689476e-02 SC3753v2
3.200000e+12 3.246198e+12 1.443699e-02 SC3753v7
7.210000e+12 7.397501e+12 2.600573e-02 SC4023v3
2.070000e+12 2.106632e+12 1.769670e-02 SC4023v5
