Ytrue Ypred RelError Label
1.780000e+11 1.641922e+11 7.757178e-02 SC2973
2.670000e+11 2.421877e+11 9.293009e-02 SC312v6
7.090000e+12 6.839420e+12 3.534276e-02 SC3132v3
1.910000e+12 1.797551e+12 5.887374e-02 SC3152v1
3.100000e+12 3.029455e+12 2.275651e-02 SC3152v3
3.630000e+11 3.274758e+11 9.786293e-02 SC320v10
1.940000e+11 1.762327e+11 9.158422e-02 SC3252v1
9.310000e+11 9.023822e+11 3.073875e-02 SC3383v2
8.780000e+12 8.768535e+12 1.305764e-03 SC3411v10
7.570000e+12 8.520323e+12 1.255380e-01 SC3411v9
7.170000e+11 6.557472e+11 8.542931e-02 SC342v1
5.310000e+12 4.747052e+12 1.060165e-01 SC3491v2
1.630000e+13 1.443823e+13 1.142188e-01 SC3501v6
1.600000e+13 1.480867e+13 7.445827e-02 SC3501v9
9.880000e+12 9.344526e+12 5.419782e-02 SC3502v10
1.440000e+13 1.322754e+13 8.142106e-02 SC3503
1.490000e+12 1.407016e+12 5.569380e-02 SC3753v2
3.200000e+12 3.062164e+12 4.307380e-02 SC3753v7
7.210000e+12 7.676478e+12 6.469876e-02 SC4023v3
2.070000e+12 2.201703e+12 6.362446e-02 SC4023v5
