Ytrue Ypred RelError Label
1.780000e+11 2.036043e+11 1.438444e-01 SC2973
2.670000e+11 2.578506e+11 3.426758e-02 SC312v6
7.090000e+12 7.007289e+12 1.166580e-02 SC3132v3
1.910000e+12 1.900005e+12 5.232830e-03 SC3152v1
3.100000e+12 3.132003e+12 1.032352e-02 SC3152v3
3.630000e+11 2.795496e+11 2.298910e-01 SC320v10
1.940000e+11 2.006756e+11 3.441017e-02 SC3252v1
9.310000e+11 9.380421e+11 7.563979e-03 SC3383v2
8.780000e+12 8.978336e+12 2.258947e-02 SC3411v10
7.570000e+12 7.572536e+12 3.350629e-04 SC3411v9
7.170000e+11 6.670014e+11 6.973302e-02 SC342v1
5.310000e+12 5.193888e+12 2.186659e-02 SC3491v2
1.630000e+13 1.558350e+13 4.395723e-02 SC3501v6
1.600000e+13 1.599952e+13 2.969190e-05 SC3501v9
9.880000e+12 1.056937e+13 6.977379e-02 SC3502v10
1.440000e+13 1.438920e+13 7.497432e-04 SC3503
1.490000e+12 1.458744e+12 2.097714e-02 SC3753v2
3.200000e+12 3.052369e+12 4.613466e-02 SC3753v7
7.210000e+12 8.158724e+12 1.315845e-01 SC4023v3
2.070000e+12 2.123082e+12 2.564372e-02 SC4023v5
