Ytrue Ypred RelError Label
1.780000e+11 1.781242e+11 6.978797e-04 SC2973
2.670000e+11 2.671971e+11 7.383521e-04 SC312v6
7.090000e+12 7.088080e+12 2.707440e-04 SC3132v3
1.910000e+12 1.910092e+12 4.803898e-05 SC3152v1
3.100000e+12 3.100167e+12 5.371805e-05 SC3152v3
3.630000e+11 3.631383e+11 3.809456e-04 SC320v10
1.940000e+11 1.941342e+11 6.917475e-04 SC3252v1
9.310000e+11 9.310331e+11 3.550618e-05 SC3383v2
8.780000e+12 8.777676e+12 2.646667e-04 SC3411v10
7.570000e+12 7.567967e+12 2.685790e-04 SC3411v9
7.170000e+11 7.172243e+11 3.127816e-04 SC342v1
5.310000e+12 5.307823e+12 4.099591e-04 SC3491v2
1.630000e+13 1.629158e+13 5.162620e-04 SC3501v6
1.600000e+13 1.599179e+13 5.131937e-04 SC3501v9
9.880000e+12 9.875101e+12 4.958070e-04 SC3502v10
1.440000e+13 1.439429e+13 3.962514e-04 SC3503
1.490000e+12 1.490073e+12 4.869498e-05 SC3753v2
3.200000e+12 3.200177e+12 5.536256e-05 SC3753v7
7.210000e+12 7.208053e+12 2.699937e-04 SC4023v3
2.070000e+12 2.070113e+12 5.462338e-05 SC4023v5
