T nFsrh nFBsrh dnsrh nF nFB dn
290 1.153679736E+00 1.148000891E+0 5.678845000E-03 1.153679736E+00 1.148000891E+0 5.678845000E-03
295 1.149359290E+00 1.148942854E+0 4.164360000E-04 1.149359290E+00 1.148942854E+0 4.164360000E-04
300 1.151946100E+00 1.146911430E+0 5.034670000E-03 1.151946100E+00 1.146911430E+0 5.034670000E-03
305 1.141735087E+00 1.138524353E+0 3.210734000E-03 1.141735087E+00 1.138524353E+0 3.210734000E-03
310 1.118156729E+00 1.119468901E+0 -1.312172000E-03 1.118156729E+00 1.119468901E+0 -1.312172000E-03
315 1.105597236E+00 1.089330373E+0 1.626686300E-02 1.105597236E+00 1.089330373E+0 1.626686300E-02
320 1.083155865E+00 1.056466001E+0 2.668986400E-02 1.083155865E+00 1.056466001E+0 2.668986400E-02
325 1.022042904E+00 1.031081724E+0 -9.038820000E-03 1.022042904E+00 1.031081724E+0 -9.038820000E-03
330 1.009596639E+00 1.015786486E+0 -6.189847000E-03 1.009596639E+00 1.015786486E+0 -6.189847000E-03
335 1.006300441E+00 1.007761400E+0 -1.460959000E-03 1.006300441E+00 1.007761400E+0 -1.460959000E-03
340 1.007194388E+00 1.003797697E+0 3.396691000E-03 1.007194388E+00 1.003797697E+0 3.396691000E-03
