T nFsrh nFBsrh dnsrh nF nFB dn
290 1.164764845E+00 1.158163966E+0 6.600879000E-03 1.164764845E+00 1.158163966E+0 6.600879000E-03
295 1.168416029E+00 1.162197761E+0 6.218268000E-03 1.168416029E+00 1.162197761E+0 6.218268000E-03
300 1.168095369E+00 1.166141877E+0 1.953492000E-03 1.168095369E+00 1.166141877E+0 1.953492000E-03
305 1.173437835E+00 1.169807628E+0 3.630207000E-03 1.173437835E+00 1.169807628E+0 3.630207000E-03
310 1.176395154E+00 1.172751482E+0 3.643672000E-03 1.176395154E+00 1.172751482E+0 3.643672000E-03
315 1.176100931E+00 1.173989067E+0 2.111864000E-03 1.176100931E+00 1.173989067E+0 2.111864000E-03
320 1.166176702E+00 1.171534035E+0 -5.357333000E-03 1.166176702E+00 1.171534035E+0 -5.357333000E-03
325 1.156788216E+00 1.162050260E+0 -5.262044000E-03 1.156788216E+00 1.162050260E+0 -5.262044000E-03
330 1.137089567E+00 1.141855345E+0 -4.765778000E-03 1.137089567E+00 1.141855345E+0 -4.765778000E-03
335 1.117222618E+00 1.110816229E+0 6.406389000E-03 1.117222618E+00 1.110816229E+0 6.406389000E-03
340 1.102870719E+00 1.075810926E+0 2.705979300E-02 1.102870719E+00 1.075810926E+0 2.705979300E-02
