T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169466141E+00 1.165329134E+0 4.137007000E-03 1.169466141E+00 1.165329134E+0 4.137007000E-03
295 1.176584684E+00 1.169605809E+0 6.978875000E-03 1.176584684E+00 1.169605809E+0 6.978875000E-03
300 1.174032229E+00 1.173889660E+0 1.425690000E-04 1.174032229E+00 1.173889660E+0 1.425690000E-04
305 1.180418445E+00 1.178135662E+0 2.282783000E-03 1.180418445E+00 1.178135662E+0 2.282783000E-03
310 1.181841063E+00 1.182236628E+0 -3.955650000E-04 1.181841063E+00 1.182236628E+0 -3.955650000E-04
315 1.182380575E+00 1.185945676E+0 -3.565101000E-03 1.182380575E+00 1.185945676E+0 -3.565101000E-03
320 1.186529101E+00 1.188717399E+0 -2.188298000E-03 1.186529101E+00 1.188717399E+0 -2.188298000E-03
325 1.188879694E+00 1.189417234E+0 -5.375400000E-04 1.188879694E+00 1.189417234E+0 -5.375400000E-04
330 1.179407327E+00 1.185912178E+0 -6.504851000E-03 1.179407327E+00 1.185912178E+0 -6.504851000E-03
335 1.164171149E+00 1.174900422E+0 -1.072927300E-02 1.164171149E+00 1.174900422E+0 -1.072927300E-02
340 1.151821370E+00 1.153116060E+0 -1.294690000E-03 1.151821370E+00 1.153116060E+0 -1.294690000E-03
