T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144246025E+00 1.131762932E+0 1.248309300E-02 1.144246025E+00 1.131762932E+0 1.248309300E-02
295 1.135289575E+00 1.129465103E+0 5.824472000E-03 1.135289575E+00 1.129465103E+0 5.824472000E-03
300 1.117769420E+00 1.119801155E+0 -2.031735000E-03 1.117769420E+00 1.119801155E+0 -2.031735000E-03
305 1.096245934E+00 1.098603972E+0 -2.358038000E-03 1.096245934E+00 1.098603972E+0 -2.358038000E-03
310 1.072668248E+00 1.067954598E+0 4.713650000E-03 1.072668248E+00 1.067954598E+0 4.713650000E-03
315 1.033792871E+00 1.038763673E+0 -4.970802000E-03 1.033792871E+00 1.038763673E+0 -4.970802000E-03
320 1.007929669E+00 1.019269021E+0 -1.133935200E-02 1.007929669E+00 1.019269021E+0 -1.133935200E-02
325 1.007189979E+00 1.008915572E+0 -1.725593000E-03 1.007189979E+00 1.008915572E+0 -1.725593000E-03
330 1.008153893E+00 1.004014568E+0 4.139325000E-03 1.008153893E+00 1.004014568E+0 4.139325000E-03
335 1.010357508E+00 1.001799385E+0 8.558123000E-03 1.010357508E+00 1.001799385E+0 8.558123000E-03
340 1.017819021E+00 1.000810817E+0 1.700820400E-02 1.017819021E+00 1.000810817E+0 1.700820400E-02
