T nFsrh nFBsrh dnsrh nF nFB dn
290 1.159576573E+00 1.154780014E+0 4.796559000E-03 1.159576573E+00 1.154780014E+0 4.796559000E-03
295 1.156304023E+00 1.157519736E+0 -1.215713000E-03 1.156304023E+00 1.157519736E+0 -1.215713000E-03
300 1.161431919E+00 1.159792596E+0 1.639323000E-03 1.161431919E+00 1.159792596E+0 1.639323000E-03
305 1.164895703E+00 1.160887776E+0 4.007927000E-03 1.164895703E+00 1.160887776E+0 4.007927000E-03
310 1.164321301E+00 1.159214631E+0 5.106670000E-03 1.164321301E+00 1.159214631E+0 5.106670000E-03
315 1.143124363E+00 1.151719391E+0 -8.595028000E-03 1.143124363E+00 1.151719391E+0 -8.595028000E-03
320 1.128516439E+00 1.134237421E+0 -5.720982000E-03 1.128516439E+00 1.134237421E+0 -5.720982000E-03
325 1.109965040E+00 1.105166058E+0 4.798982000E-03 1.109965040E+00 1.105166058E+0 4.798982000E-03
330 1.084950398E+00 1.070720715E+0 1.422968300E-02 1.084950398E+00 1.070720715E+0 1.422968300E-02
335 1.015437975E+00 1.041398124E+0 -2.596014900E-02 1.015437975E+00 1.041398124E+0 -2.596014900E-02
340 1.006426461E+00 1.022127130E+0 -1.570066900E-02 1.006426461E+00 1.022127130E+0 -1.570066900E-02
