T nFsrh nFBsrh dnsrh nF nFB dn
290 1.181817744E+00 1.186674579E+0 -4.856835000E-03 1.181817744E+00 1.186674579E+0 -4.856835000E-03
295 1.186265437E+00 1.190314517E+0 -4.049080000E-03 1.186265437E+00 1.190314517E+0 -4.049080000E-03
300 1.194004159E+00 1.193960751E+0 4.340800000E-05 1.194004159E+00 1.193960751E+0 4.340800000E-05
305 1.192075925E+00 1.197610559E+0 -5.534634000E-03 1.192075925E+00 1.197610559E+0 -5.534634000E-03
310 1.198218533E+00 1.201257640E+0 -3.039107000E-03 1.198218533E+00 1.201257640E+0 -3.039107000E-03
315 1.201277097E+00 1.204887606E+0 -3.610509000E-03 1.201277097E+00 1.204887606E+0 -3.610509000E-03
320 1.204074418E+00 1.208468310E+0 -4.393892000E-03 1.204074418E+00 1.208468310E+0 -4.393892000E-03
325 1.209933534E+00 1.211929719E+0 -1.996185000E-03 1.209933534E+00 1.211929719E+0 -1.996185000E-03
330 1.214860841E+00 1.215123453E+0 -2.626120000E-04 1.214860841E+00 1.215123453E+0 -2.626120000E-04
335 1.218557031E+00 1.217744944E+0 8.120870000E-04 1.218557031E+00 1.217744944E+0 8.120870000E-04
340 1.220707890E+00 1.219193748E+0 1.514142000E-03 1.220707890E+00 1.219193748E+0 1.514142000E-03
