T d154 d184 d214 d244
d 150 180 210 240
290 1.464180000E-04 1.450890000E-04 1.444280000E-04 1.441110000E-04
295 1.351970000E-04 1.340460000E-04 1.333590000E-04 1.331040000E-04
300 1.229250000E-04 1.219200000E-04 1.213250000E-04 1.210190000E-04
305 1.103160000E-04 1.095470000E-04 1.090350000E-04 1.086790000E-04
310 9.819100000E-05 9.746000000E-05 9.704100000E-05 9.666900000E-05
315 8.711900000E-05 8.640300000E-05 8.608600000E-05 8.575500000E-05
320 7.749400000E-05 7.668700000E-05 7.649800000E-05 7.632700000E-05
325 6.965300000E-05 6.884400000E-05 6.872500000E-05 6.873700000E-05
330 6.388100000E-05 6.315500000E-05 6.311100000E-05 6.312600000E-05
335 6.006500000E-05 5.962400000E-05 5.961300000E-05 5.990800000E-05
340 5.851500000E-05 5.838900000E-05 5.857800000E-05 5.902500000E-05
