T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144705994E+00 1.128061948E+00 1.664404600E-02 1.143926206E+00 1.127905253E+00 1.602095300E-02
295 1.136281794E+00 1.133255628E+00 3.026166000E-03 1.136114040E+00 1.133039923E+00 3.074117000E-03
300 1.117960241E+00 1.138034428E+00 -2.007418700E-02 1.117786069E+00 1.137759225E+00 -1.997315600E-02
305 1.099073754E+00 1.141850344E+00 -4.277659000E-02 1.098874597E+00 1.141505226E+00 -4.263062900E-02
310 1.072792916E+00 1.143216854E+00 -7.042393800E-02 1.072673680E+00 1.142318699E+00 -6.964501900E-02
315 1.036994023E+00 1.112242041E+00 -7.524801800E-02 1.036914102E+00 1.111759569E+00 -7.484546700E-02
320 1.007935876E+00 1.086910675E+00 -7.897479900E-02 1.007931095E+00 1.086704878E+00 -7.877378300E-02
325 1.007190812E+00 1.051762744E+00 -4.457193200E-02 1.007093619E+00 1.054742588E+00 -4.764896900E-02
330 1.008113500E+00 1.010426688E+00 -2.313188000E-03 1.008005354E+00 1.010209649E+00 -2.204295000E-03
335 1.010247930E+00 1.009196751E+00 1.051179000E-03 1.010109973E+00 1.008921413E+00 1.188560000E-03
340 1.017530410E+00 1.011652185E+00 5.878225000E-03 1.017302075E+00 1.011300358E+00 6.001717000E-03
