T nFsrh nFBsrh dnsrh nF nFB dn
290 1.193132107E+00 1.130099992E+00 6.303211500E-02 1.180486816E+00 1.128616472E+00 5.187034400E-02
295 1.191301553E+00 1.135554728E+00 5.574682500E-02 1.182738168E+00 1.133627734E+00 4.911043400E-02
300 1.199817388E+00 1.140707793E+00 5.910959500E-02 1.186326840E+00 1.138237788E+00 4.808905200E-02
305 1.208163396E+00 1.145501136E+00 6.266226000E-02 1.188297913E+00 1.142376314E+00 4.592159900E-02
310 1.206403269E+00 1.149932266E+00 5.647100300E-02 1.191321088E+00 1.146029595E+00 4.529149300E-02
315 1.208872029E+00 1.153890901E+00 5.498112800E-02 1.197883888E+00 1.149078776E+00 4.880511200E-02
320 1.212042173E+00 1.157285087E+00 5.475708600E-02 1.203667404E+00 1.151427866E+00 5.223953800E-02
325 1.219006142E+00 1.160123052E+00 5.888309000E-02 1.208731773E+00 1.153083013E+00 5.564876000E-02
330 1.225310956E+00 1.162506972E+00 6.280398400E-02 1.212700154E+00 1.154146663E+00 5.855349100E-02
335 1.230718098E+00 1.164289535E+00 6.642856300E-02 1.215631050E+00 1.154480927E+00 6.115012300E-02
340 1.234958623E+00 1.164851137E+00 7.010748600E-02 1.217078852E+00 1.155303327E+00 6.177552500E-02
