T nFsrh nFBsrh dnsrh nF nFB dn
290 1.159638810E+00 1.132899574E+00 2.673923600E-02 1.159265752E+00 1.132566736E+00 2.669901600E-02
295 1.156678752E+00 1.138781176E+00 1.789757600E-02 1.155950695E+00 1.138348937E+00 1.760175800E-02
300 1.161558379E+00 1.141783784E+00 1.977459500E-02 1.161005083E+00 1.140160200E+00 2.084488300E-02
305 1.165091894E+00 1.140715946E+00 2.437594800E-02 1.164409770E+00 1.140073341E+00 2.433642900E-02
310 1.165395714E+00 1.145841708E+00 1.955400600E-02 1.164616375E+00 1.145033152E+00 1.958322300E-02
315 1.144473040E+00 1.150464495E+00 -5.991455000E-03 1.143631282E+00 1.149686834E+00 -6.055552000E-03
320 1.128916600E+00 1.154356532E+00 -2.543993200E-02 1.128119019E+00 1.153127876E+00 -2.500885700E-02
325 1.111538649E+00 1.156821245E+00 -4.528259600E-02 1.110843935E+00 1.155347329E+00 -4.450339400E-02
330 1.087536845E+00 1.146390677E+00 -5.885383200E-02 1.086889858E+00 1.145263847E+00 -5.837398900E-02
335 1.021772174E+00 1.122985115E+00 -1.012129410E-01 1.021979188E+00 1.121474160E+00 -9.949497200E-02
340 1.006518595E+00 1.100821113E+00 -9.430251800E-02 1.006377660E+00 1.096962256E+00 -9.058459600E-02
