fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0DL0 9:03:46 307.9 37.66 1.000E+000 7.386E-001 1.554E-006 1.853E+003 2.818E+000 1.343E-008 1.775E-004 1.427E-001 1.774E-004 7.942E-006 3.137E-001 8.030E-002 9.878E-005 5.735E-003 
0DL1 9:06:02 307.9 37.66 1.000E+000 7.439E-001 1.544E-006 1.853E+003 2.827E+000 1.325E-008 1.774E-004 1.424E-001 1.773E-004 7.914E-006 3.135E-001 8.010E-002 9.868E-005 8.298E-003 
0DL2 9:09:32 307.9 37.66 1.000E+000 7.491E-001 1.564E-006 1.853E+003 2.820E+000 1.343E-008 1.772E-004 1.427E-001 1.771E-004 7.925E-006 3.136E-001 8.030E-002 9.857E-005 1.036E-002 
0DL3 9:11:32 307.8 37.67 1.000E+000 7.549E-001 1.519E-006 1.854E+003 2.832E+000 1.307E-008 1.774E-004 1.423E-001 1.773E-004 7.908E-006 3.134E-001 8.000E-002 9.872E-005 9.493E-003 
0DL4 9:13:42 307.9 37.66 1.000E+000 7.609E-001 1.524E-006 1.853E+003 2.826E+000 1.328E-008 1.774E-004 1.425E-001 1.773E-004 7.919E-006 3.135E-001 8.020E-002 9.861E-005 2.445E-003 
0DL5 9:23:02 308 37.64 1.000E+000 7.509E-001 1.575E-006 1.851E+003 2.824E+000 1.340E-008 1.773E-004 1.424E-001 1.772E-004 7.910E-006 3.134E-001 8.010E-002 9.863E-005 2.086E-003 
0DL6 9:25:52 307.9 37.66 1.000E+000 7.481E-001 1.591E-006 1.853E+003 2.824E+000 1.337E-008 1.773E-004 1.426E-001 1.772E-004 7.925E-006 3.136E-001 8.030E-002 9.857E-005 1.802E+001 
0DL7 9:29:32 307.9 37.66 1.000E+000 7.418E-001 1.605E-006 1.853E+003 2.825E+000 1.339E-008 1.772E-004 1.427E-001 1.771E-004 7.920E-006 3.135E-001 8.030E-002 9.851E-005 1.732E+001 
0DL8 9:32:22 307.9 37.66 1.000E+000 7.302E-001 1.602E-006 1.853E+003 2.823E+000 1.334E-008 1.771E-004 1.424E-001 1.770E-004 7.903E-006 3.135E-001 8.020E-002 9.842E-005 1.883E+001 
0DL9 9:34:36 308.1 37.63 1.000E+000 7.193E-001 1.661E-006 1.849E+003 2.831E+000 1.334E-008 1.772E-004 1.419E-001 1.770E-004 7.869E-006 3.132E-001 7.980E-002 9.849E-005 1.255E-002 
0L00 8:18:26 292.2 39.68 1.000E+000 8.433E-001 1.231E-006 2.119E+003 3.143E+000 4.765E-009 1.783E-004 1.687E-001 1.782E-004 9.595E-006 3.191E-001 9.600E-002 9.985E-005 1.457E-002 
