N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 4.964863000E-03 4.588338000E-03 4.548810000E-03 4.661744000E-03
1.600000000E+01 2.436963800E-02 2.483805600E-02 2.343899800E-02 2.437989500E-02
1.700000000E+01 5.894926500E-02 5.841767000E-02 5.784085900E-02 5.818164400E-02
1.549996187E+01 -4.847343400E-02 -4.543180800E-02 -4.303798300E-02 -4.210399500E-02
1.649996187E+01 4.649246800E-02 4.728507900E-02 4.740283400E-02 4.738098200E-02
1.674996808E+01 5.565073600E-02 5.450098900E-02 5.509375500E-02 5.516292600E-02
1.624993176E+01 3.611589900E-02 3.641051800E-02 3.639377600E-02 3.599583800E-02
1.574996808E+01 4.686817000E-03 5.701427000E-03 5.978240000E-03 6.653684000E-03
1.524993176E+01 -1.510324960E-01 -1.502391740E-01 -1.485011170E-01 -1.460090660E-01
