N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.703296700E-02 1.715610500E-02 1.704034500E-02 1.676376200E-02
1.600000000E+01 8.468965000E-03 6.335122000E-03 3.048946000E-03 2.594298000E-03
1.700000000E+01 7.793069800E-02 7.810501600E-02 7.736336300E-02 7.724517100E-02
1.549996187E+01 -1.885338880E-01 -1.828104350E-01 -1.777300710E-01 -1.728024560E-01
1.649996187E+01 5.683114200E-02 5.902039200E-02 5.998159400E-02 6.042497300E-02
1.674996808E+01 7.199804500E-02 7.233449200E-02 7.349746300E-02 7.358964900E-02
1.624993176E+01 3.707650100E-02 3.766377000E-02 3.784102600E-02 3.758643500E-02
1.574996808E+01 -5.290860400E-02 -6.153282300E-02 -6.833989300E-02 -7.274990000E-02
1.524993176E+01 -9.721247100E-02 -8.214590800E-02 -6.848381300E-02 -5.634590200E-02
