N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.693467200E-02 1.756680500E-02 1.802303800E-02 1.835902500E-02
1.600000000E+01 8.091955000E-03 4.869708000E-03 2.868990000E-04 -1.841460000E-03
1.700000000E+01 6.286024000E-02 6.534719000E-02 6.388719300E-02 6.430044900E-02
1.549996187E+01 -1.823855280E-01 -1.759910260E-01 -1.700926520E-01 -1.641707560E-01
1.649996187E+01 5.099000000E-02 5.344975200E-02 5.486397700E-02 5.587394000E-02
1.674996808E+01 6.131774100E-02 6.233301600E-02 6.423611300E-02 6.515922200E-02
1.624993176E+01 3.485558100E-02 3.532608500E-02 3.537605400E-02 3.500258100E-02
1.574996808E+01 -5.386224600E-02 -6.597018600E-02 -7.708211900E-02 -8.655539300E-02
1.524993176E+01 -9.390124800E-02 -7.672120700E-02 -6.047901500E-02 -4.526151500E-02
