N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 4.088500000E-05 3.530800000E-05 3.061200000E-05 2.763400000E-05
1.600000000E+01 1.647900000E-04 1.513870000E-04 1.429290000E-04 1.376560000E-04
1.700000000E+01 5.667660000E-04 5.568920000E-04 6.400460000E-04 5.582880000E-04
1.549996187E+01 8.814700000E-05 7.647800000E-05 6.865100000E-05 6.370400000E-05
1.649996187E+01 2.832540000E-04 2.755130000E-04 2.727470000E-04 2.683550000E-04
1.674996808E+01 3.934850000E-04 3.887810000E-04 3.901200000E-04 3.890000000E-04
1.624993176E+01 2.151650000E-04 2.022600000E-04 1.951510000E-04 1.926970000E-04
1.574996808E+01 1.236370000E-04 1.097080000E-04 1.009900000E-04 9.442800000E-05
1.524993176E+01 6.091900000E-05 5.188100000E-05 4.766200000E-05 4.321500000E-05
