N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 5.259880000E-04 4.295670000E-04 3.676290000E-04 3.243970000E-04
1.600000000E+01 1.684611000E-03 1.459630000E-03 1.351574000E-03 1.229785000E-03
1.700000000E+01 3.697052000E-03 3.596105000E-03 3.541001000E-03 5.298141000E-03
1.549996187E+01 1.047093000E-03 8.852050000E-04 7.731790000E-04 6.739730000E-04
1.649996187E+01 2.329143000E-03 2.160044000E-03 2.081206000E-03 1.982744000E-03
1.674996808E+01 2.866460000E-03 2.729540000E-03 2.755762000E-03 2.679683000E-03
1.624993176E+01 1.986369000E-03 1.779651000E-03 1.647277000E-03 1.558894000E-03
1.574996808E+01 1.363338000E-03 1.191023000E-03 1.068425000E-03 9.308590000E-04
1.524993176E+01 7.592610000E-04 6.248930000E-04 5.375210000E-04 4.775650000E-04
