N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+15 290 2.800E-4 3.759775E+1 1.957580E+1 6.263030E-1 8.313320E+1
1.468000E+10 3.162E+15 290 2.800E-4 3.757208E+1 1.953770E+1 6.256120E-1 8.311950E+1
2.154000E+10 3.162E+15 290 2.800E-4 3.753483E+1 1.948370E+1 6.246400E-1 8.310110E+1
3.162000E+10 3.162E+15 290 2.800E-4 3.748106E+1 1.940810E+1 6.232920E-1 8.307680E+1
4.642000E+10 3.162E+15 290 2.800E-4 3.740400E+1 1.930420E+1 6.214660E-1 8.304560E+1
6.813000E+10 3.162E+15 290 2.800E-4 3.729474E+1 1.916390E+1 6.190190E-1 8.301030E+1
1.000000E+11 3.162E+15 290 2.800E-4 3.714209E+1 1.897050E+1 6.158640E-1 8.293290E+1
1.468000E+11 3.162E+15 290 2.800E-4 3.693315E+1 1.873340E+1 6.120640E-1 8.287110E+1
2.154000E+11 3.162E+15 290 2.800E-4 3.665482E+1 1.844280E+1 6.075870E-1 8.281100E+1
3.162000E+11 3.162E+15 290 2.800E-4 3.629676E+1 1.808810E+1 6.026400E-1 8.269290E+1
4.642000E+11 3.162E+15 290 2.800E-4 3.585524E+1 1.769430E+1 5.973810E-1 8.260920E+1
6.813000E+11 3.162E+15 290 2.800E-4 3.533616E+1 1.725290E+1 5.920590E-1 8.246620E+1
1.000000E+12 3.162E+15 290 2.800E-4 3.475479E+1 1.679630E+1 5.867660E-1 8.236310E+1
1.468000E+12 3.162E+15 290 2.800E-4 3.413075E+1 1.631890E+1 5.816660E-1 8.219970E+1
2.154000E+12 3.162E+15 290 2.800E-4 3.348058E+1 1.584730E+1 5.766540E-1 8.208170E+1
3.162000E+12 3.162E+15 290 2.800E-4 3.281229E+1 1.536630E+1 5.717770E-1 8.190410E+1
4.642000E+12 3.162E+15 290 2.800E-4 3.212515E+1 1.489080E+1 5.668580E-1 8.177100E+1
6.813000E+12 3.162E+15 290 2.800E-4 3.141364E+1 1.440060E+1 5.619290E-1 8.157950E+1
1.000000E+13 3.162E+15 290 2.800E-4 3.067195E+1 1.390830E+1 5.568660E-1 8.142950E+1
1.468000E+13 3.162E+15 290 2.800E-4 2.989638E+1 1.339730E+1 5.517420E-1 8.122000E+1
2.154000E+13 3.162E+15 290 2.800E-4 2.908557E+1 1.288220E+1 5.464610E-1 8.104990E+1
3.162000E+13 3.162E+15 290 2.800E-4 2.823986E+1 1.234940E+1 5.411290E-1 8.081360E+1
4.642000E+13 3.162E+15 290 2.800E-4 2.736083E+1 1.181440E+1 5.356240E-1 8.061610E+1
6.813000E+13 3.162E+15 290 2.800E-4 2.645122E+1 1.126510E+1 5.300940E-1 8.034070E+1
1.000000E+14 3.162E+15 290 2.800E-4 2.551468E+1 1.071720E+1 5.243640E-1 8.010440E+1
