N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.048859305E+00 1.048085166E+00 1.047482402E+00 1.046985636E+00
1.016672606E+01 1.048776675E+00 1.047964792E+00 1.047317563E+00 1.046769829E+00
1.033324570E+01 1.048655981E+00 1.047789328E+00 1.047077866E+00 1.046456892E+00
1.049996187E+01 1.048480084E+00 1.047534385E+00 1.046730833E+00 1.046005661E+00
1.066670514E+01 1.048224588E+00 1.047165707E+00 1.046231577E+00 1.045360342E+00
1.083333839E+01 1.047855268E+00 1.046636217E+00 1.045519946E+00 1.044448401E+00
1.100000000E+01 1.047325187E+00 1.045883363E+00 1.044519143E+00 1.043181758E+00
1.116672606E+01 1.046572186E+00 1.044828408E+00 1.043138765E+00 1.041465717E+00
1.133324570E+01 1.045518459E+00 1.043380963E+00 1.041287411E+00 1.039222300E+00
1.149996187E+01 1.044075599E+00 1.041454372E+00 1.038901943E+00 1.036434744E+00
1.166670514E+01 1.042160843E+00 1.038999173E+00 1.035998971E+00 1.033212202E+00
1.183333839E+01 1.039731711E+00 1.036058933E+00 1.032742748E+00 1.029851898E+00
1.200000000E+01 1.036842929E+00 1.032838673E+00 1.029496670E+00 1.026841723E+00
1.216672606E+01 1.033714792E+00 1.029746296E+00 1.026793490E+00 1.024737556E+00
1.233324570E+01 1.030771648E+00 1.027338693E+00 1.025170404E+00 1.023928233E+00
1.249996187E+01 1.028581816E+00 1.026131840E+00 1.024927068E+00 1.024459397E+00
1.266670514E+01 1.027661811E+00 1.026364964E+00 1.026012493E+00 1.026105356E+00
1.283333839E+01 1.028243452E+00 1.027935898E+00 1.028170906E+00 1.028608039E+00
1.300000000E+01 1.030221365E+00 1.030585895E+00 1.031180195E+00 1.031835499E+00
