x N
8.8511348E+4 6.1472974E+11
8.8064195E+4 5.9474900E+11
8.7584480E+4 5.7242770E+11
8.7096042E+4 5.9573702E+11
8.6649261E+4 5.9565818E+11
8.6155395E+4 6.0258587E+11
8.5714640E+4 6.1527472E+11
8.5234850E+4 6.0504937E+11
8.4773585E+4 6.0332300E+11
8.4285714E+4 5.9149732E+11
8.3800036E+4 6.1454360E+11
8.3343395E+4 6.1054034E+11
8.2845942E+4 5.8352729E+11
8.2339329E+4 6.0422482E+11
8.1870582E+4 6.1214917E+11
8.1370677E+4 6.2802062E+11
8.0921083E+4 6.3875293E+11
8.0431422E+4 6.2661750E+11
7.9958146E+4 6.3522874E+11
7.9475765E+4 6.3285892E+11
7.8993142E+4 6.3222040E+11
7.8503844E+4 6.3952635E+11
7.8026450E+4 6.5465165E+11
7.7553665E+4 6.7905131E+11
7.7104944E+4 6.8763890E+11
7.6638122E+4 6.9578604E+11
7.6194856E+4 7.0504808E+11
7.5734525E+4 7.1604231E+11
7.5299978E+4 7.3762925E+11
7.4860646E+4 7.5786746E+11
7.4444604E+4 8.0321970E+11
7.4049044E+4 8.3846325E+11
7.3662906E+4 8.9616246E+11
7.3313980E+4 9.6524802E+11
7.2977087E+4 1.0470971E+12
7.2678969E+4 1.1540092E+12
7.2398459E+4 1.2823087E+12
7.2156292E+4 1.3436017E+12
7.1897762E+4 1.2073611E+12
7.1596991E+4 1.0004222E+12
7.1219771E+4 9.0094080E+11
