x N
6.5391198E+4 5.1284651E+11
6.4663490E+4 5.8229896E+11
6.4103834E+4 5.5859562E+11
6.3305495E+4 6.2172005E+11
6.2874197E+4 7.6518317E+11
6.2295447E+4 6.0781417E+11
6.1591035E+4 6.0707939E+11
6.0998527E+4 5.8383952E+11
6.0226142E+4 5.9122692E+11
5.9637493E+4 6.6259211E+11
5.8997311E+4 5.9677008E+11
5.8257753E+4 6.4564634E+11
5.7709028E+4 6.9789184E+11
5.7051473E+4 6.3421089E+11
5.6367279E+4 5.9683615E+11
5.5607768E+4 6.2779370E+11
5.4978576E+4 7.4423071E+11
5.4422323E+4 6.7484272E+11
5.3654429E+4 6.4542164E+11
5.3022506E+4 6.9447575E+11
5.2335631E+4 7.6036102E+11
5.1804619E+4 7.2384075E+11
5.1038314E+4 6.5801558E+11
5.0360639E+4 6.9359955E+11
4.9648298E+4 6.8344897E+11
4.8930148E+4 7.0168583E+11
4.8234949E+4 7.9390976E+11
4.7664313E+4 8.1682176E+11
4.6986886E+4 7.6666435E+11
4.6317047E+4 8.1884526E+11
4.5707967E+4 9.1602992E+11
4.5158575E+4 8.6537815E+11
4.4463959E+4 9.2626639E+11
4.3982907E+4 1.0378653E+12
4.3399445E+4 1.0733285E+12
4.2942457E+4 1.1049056E+12
4.2375170E+4 1.0619690E+12
4.1864612E+4 1.0136105E+12
4.1229663E+4 8.4646086E+11
4.0471770E+4 7.2919417E+11
3.9582330E+4 6.8166360E+11
