N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 325 1.500E-4 1.002011883E+00 1.002346347E+00
1.468000E+10 1.778E+15 325 1.500E-4 1.002100487E+00 1.002347091E+00
2.154000E+10 1.778E+15 325 1.500E-4 1.002170101E+00 1.002348185E+00
3.162000E+10 1.778E+15 325 1.500E-4 1.002223185E+00 1.002349793E+00
4.642000E+10 1.778E+15 325 1.500E-4 1.002263146E+00 1.002352158E+00
6.813000E+10 1.778E+15 325 1.500E-4 1.002293524E+00 1.002355642E+00
1.000000E+11 1.778E+15 325 1.500E-4 1.002317617E+00 1.002360779E+00
1.468000E+11 1.778E+15 325 1.500E-4 1.002338427E+00 1.002368369E+00
2.154000E+11 1.778E+15 325 1.500E-4 1.002358817E+00 1.002379608E+00
3.162000E+11 1.778E+15 325 1.500E-4 1.002381809E+00 1.002396298E+00
4.642000E+11 1.778E+15 325 1.500E-4 1.002410989E+00 1.002421156E+00
6.813000E+11 1.778E+15 325 1.500E-4 1.002451048E+00 1.002458261E+00
1.000000E+12 1.778E+15 325 1.500E-4 1.002508450E+00 1.002513651E+00
1.468000E+12 1.778E+15 325 1.500E-4 1.002592156E+00 1.002595993E+00
2.154000E+12 1.778E+15 325 1.500E-4 1.002714174E+00 1.002717092E+00
3.162000E+12 1.778E+15 325 1.500E-4 1.002889556E+00 1.002891859E+00
4.642000E+12 1.778E+15 325 1.500E-4 1.003135461E+00 1.003137360E+00
6.813000E+12 1.778E+15 325 1.500E-4 1.003469610E+00 1.003471245E+00
1.000000E+13 1.778E+15 325 1.500E-4 1.003908700E+00 1.003910165E+00
