Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.143124363E+00 1.184755954E+0 -4.163159100E-02 1.143124363E+00 1.184755954E+0 -4.163159100E-02
1.468000E+10 1.143301935E+00 1.101865766E+0 4.143616900E-02 1.143301935E+00 1.101865766E+0 4.143616900E-02
2.154000E+10 1.143560166E+00 1.055921802E+0 8.763836400E-02 1.143560166E+00 1.055921802E+0 8.763836400E-02
3.162000E+10 1.143934465E+00 1.030559973E+0 1.133744920E-01 1.143934465E+00 1.030559973E+0 1.133744920E-01
4.642000E+10 1.144473040E+00 1.016645898E+0 1.278271420E-01 1.144473040E+00 1.016645898E+0 1.278271420E-01
6.813000E+10 1.145242500E+00 1.009045659E+0 1.361968410E-01 1.145242500E+00 1.009045659E+0 1.361968410E-01
1.000000E+11 1.146326581E+00 1.004902813E+0 1.414237680E-01 1.146326581E+00 1.004902813E+0 1.414237680E-01
1.468000E+11 1.147828844E+00 1.002650581E+0 1.451782630E-01 1.147828844E+00 1.002650581E+0 1.451782630E-01
2.154000E+11 1.149857716E+00 1.001430935E+0 1.484267810E-01 1.149857716E+00 1.001430935E+0 1.484267810E-01
3.162000E+11 1.154371711E+00 1.000770336E+0 1.536013750E-01 1.154371711E+00 1.000770336E+0 1.536013750E-01
4.642000E+11 1.155488467E+00 1.000413840E+0 1.550746270E-01 1.155488467E+00 1.000413840E+0 1.550746270E-01
6.813000E+11 1.157072660E+00 1.000221991E+0 1.568506690E-01 1.157072660E+00 1.000221991E+0 1.568506690E-01
1.000000E+12 1.164458684E+00 1.000118849E+0 1.643398350E-01 1.164458684E+00 1.000118849E+0 1.643398350E-01
1.468000E+12 1.173129340E+00 1.000063502E+0 1.730658380E-01 1.173129340E+00 1.000063502E+0 1.730658380E-01
2.154000E+12 1.176883440E+00 1.000033898E+0 1.768495420E-01 1.176883440E+00 1.000033898E+0 1.768495420E-01
3.162000E+12 1.179226770E+00 1.000018052E+0 1.792087180E-01 1.179226770E+00 1.000018052E+0 1.792087180E-01
4.642000E+12 1.180229860E+00 1.000009597E+0 1.802202630E-01 1.180229860E+00 1.000009597E+0 1.802202630E-01
6.813000E+12 1.181465379E+00 1.000005097E+0 1.814602820E-01 1.181465379E+00 1.000005097E+0 1.814602820E-01
1.000000E+13 1.182636126E+00 1.000002702E+0 1.826334240E-01 1.182636126E+00 1.000002702E+0 1.826334240E-01
