Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.192214681E+00 1.246357217E+0 -5.414253600E-02 1.192214681E+00 1.246357217E+0 -5.414253600E-02
1.468000E+10 1.192296883E+00 1.135934153E+0 5.636273000E-02 1.192296883E+00 1.135934153E+0 5.636273000E-02
2.154000E+10 1.192417336E+00 1.074654713E+0 1.177626230E-01 1.192417336E+00 1.074654713E+0 1.177626230E-01
3.162000E+10 1.192593734E+00 1.040805747E+0 1.517879870E-01 1.192593734E+00 1.040805747E+0 1.517879870E-01
4.642000E+10 1.192851773E+00 1.022229200E+0 1.706225730E-01 1.192851773E+00 1.022229200E+0 1.706225730E-01
6.813000E+10 1.193228646E+00 1.012080416E+0 1.811482300E-01 1.193228646E+00 1.012080416E+0 1.811482300E-01
1.000000E+11 1.193777797E+00 1.006547870E+0 1.872299270E-01 1.193777797E+00 1.006547870E+0 1.872299270E-01
1.468000E+11 1.194575399E+00 1.003539994E+0 1.910354050E-01 1.194575399E+00 1.003539994E+0 1.910354050E-01
2.154000E+11 1.195079884E+00 1.001911106E+0 1.931687780E-01 1.195079884E+00 1.001911106E+0 1.931687780E-01
3.162000E+11 1.195431606E+00 1.001028838E+0 1.944027680E-01 1.195431606E+00 1.001028838E+0 1.944027680E-01
4.642000E+11 1.195897452E+00 1.000552714E+0 1.953447380E-01 1.195897452E+00 1.000552714E+0 1.953447380E-01
6.813000E+11 1.196491525E+00 1.000296485E+0 1.961950400E-01 1.196491525E+00 1.000296485E+0 1.961950400E-01
1.000000E+12 1.197213868E+00 1.000158732E+0 1.970551360E-01 1.197213868E+00 1.000158732E+0 1.970551360E-01
1.468000E+12 1.199824221E+00 1.000084811E+0 1.997394100E-01 1.199824221E+00 1.000084811E+0 1.997394100E-01
2.154000E+12 1.204318521E+00 1.000045273E+0 2.042732480E-01 1.204318521E+00 1.000045273E+0 2.042732480E-01
3.162000E+12 1.205258075E+00 1.000024110E+0 2.052339650E-01 1.205258075E+00 1.000024110E+0 2.052339650E-01
4.642000E+12 1.206092423E+00 1.000012818E+0 2.060796050E-01 1.206092423E+00 1.000012818E+0 2.060796050E-01
6.813000E+12 1.216522996E+00 1.000006807E+0 2.165161890E-01 1.216522996E+00 1.000006807E+0 2.165161890E-01
1.000000E+13 1.217112234E+00 1.000003609E+0 2.171086250E-01 1.217112234E+00 1.000003609E+0 2.171086250E-01
