f G/w
1.0000000E+6 2.4410681E-5
8.9779585E+5 2.5732686E-5
8.0603739E+5 2.7174906E-5
7.2365703E+5 2.8734849E-5
6.4969628E+5 3.0400556E-5
5.8329463E+5 3.2279030E-5
5.2367949E+5 3.4330468E-5
4.7015728E+5 3.6589181E-5
4.2210526E+5 3.9092582E-5
3.7896435E+5 4.1841744E-5
3.4023262E+5 4.4778673E-5
3.0545943E+5 4.8114626E-5
2.7424021E+5 5.1697389E-5
2.4621173E+5 5.5615020E-5
2.2104787E+5 5.9991370E-5
1.9845586E+5 6.4744904E-5
1.7817285E+5 6.9930936E-5
1.5996284E+5 7.5586797E-5
1.4361398E+5 8.1812100E-5
1.2893603E+5 8.8430364E-5
1.1575824E+5 9.5624328E-5
1.0392726E+5 1.0349679E-4
9.3305466E+4 1.1184335E-4
8.3769261E+4 1.2073231E-4
7.5207695E+4 1.2999180E-4
6.7521156E+4 1.3982361E-4
6.0620214E+4 1.5021058E-4
5.4424577E+4 1.6088260E-4
4.8862159E+4 1.7174304E-4
4.3868244E+4 1.8278726E-4
3.9384728E+4 1.9377832E-4
3.5359445E+4 2.0500402E-4
3.1745563E+4 2.1617772E-4
2.8501035E+4 2.2709367E-4
2.5588111E+4 2.3764867E-4
2.2972900E+4 2.4805331E-4
2.0624974E+4 2.5883214E-4
1.8517016E+4 2.6943116E-4
1.6624501E+4 2.7926416E-4
1.4925408E+4 2.8933327E-4
1.3399969E+4 3.0046866E-4
1.2030437E+4 3.1173689E-4
1.0800876E+4 3.2433276E-4
9.6969820E+3 3.3761397E-4
8.7059100E+3 3.5186953E-4
7.8161300E+3 3.6714598E-4
7.0172890E+3 3.8388518E-4
6.3000930E+3 4.0351005E-4
5.6561970E+3 4.2431650E-4
5.0781110E+3 4.4880838E-4
4.5591070E+3 4.7500827E-4
4.0931470E+3 5.0464321E-4
3.6748100E+3 5.3909493E-4
3.2992300E+3 5.7699072E-4
2.9620350E+3 6.1881922E-4
2.6593020E+3 6.6445872E-4
2.3875110E+3 7.1916566E-4
2.1434970E+3 7.7604521E-4
1.9244230E+3 8.4382252E-4
1.7277390E+3 9.1399289E-4
1.5511570E+3 9.9796048E-4
1.3926220E+3 1.0898855E-3
1.2502900E+3 1.1919943E-3
1.1225050E+3 1.3093494E-3
1.0077810E+3 1.4205493E-3
9.0478100E+2 1.5531413E-3
8.1230900E+2 1.7060045E-3
7.2928800E+2 1.8804154E-3
6.5475100E+2 2.0709809E-3
5.8783300E+2 2.2741163E-3
5.2775400E+2 2.5180202E-3
4.7381500E+2 2.7830260E-3
4.2539000E+2 3.0847250E-3
3.8191300E+2 3.4029736E-3
3.4288000E+2 3.7655587E-3
3.0783600E+2 4.1668024E-3
2.7637400E+2 4.5585149E-3
2.4812700E+2 4.9857209E-3
2.2276800E+2 5.5499206E-3
2.0000000E+2 6.1907391E-3
