f G/w
1.0000000E+6 9.2467275E-6
8.9779585E+5 9.7158995E-6
8.0603739E+5 1.0194021E-5
7.2365703E+5 1.0688079E-5
6.4969628E+5 1.1262773E-5
5.8329463E+5 1.1855057E-5
5.2367949E+5 1.2512807E-5
4.7015728E+5 1.3266374E-5
4.2210526E+5 1.4017169E-5
3.7896435E+5 1.4909311E-5
3.4023262E+5 1.5816932E-5
3.0545943E+5 1.6756220E-5
2.7424021E+5 1.7799860E-5
2.4621173E+5 1.8959350E-5
2.2104787E+5 2.0074802E-5
1.9845586E+5 2.1310498E-5
1.7817285E+5 2.2471082E-5
1.5996284E+5 2.3684165E-5
1.4361398E+5 2.4906286E-5
1.2893603E+5 2.6043730E-5
1.1575824E+5 2.7218814E-5
1.0392726E+5 2.8153239E-5
9.3305466E+4 2.9029837E-5
8.3769261E+4 2.9653126E-5
7.5207695E+4 3.0161349E-5
6.7521156E+4 3.0349832E-5
6.0620214E+4 3.0235119E-5
5.4424577E+4 3.0122077E-5
4.8862159E+4 2.9634373E-5
4.3868244E+4 2.8948915E-5
3.9384728E+4 2.8155496E-5
3.5359445E+4 2.7197483E-5
3.1745563E+4 2.6055658E-5
2.8501035E+4 2.5067389E-5
2.5588111E+4 2.3845801E-5
2.2972900E+4 2.2658007E-5
2.0624974E+4 2.1531138E-5
1.8517016E+4 2.0472605E-5
1.6624501E+4 1.9456072E-5
1.4925408E+4 1.8515228E-5
1.3399969E+4 1.7597902E-5
1.2030437E+4 1.6949549E-5
1.0800876E+4 1.6507123E-5
9.6969820E+3 1.5455064E-5
8.7059100E+3 1.4896323E-5
7.8161300E+3 1.4652316E-5
7.0172890E+3 1.3871888E-5
6.3000930E+3 1.4054844E-5
5.6561970E+3 1.3755851E-5
5.0781110E+3 1.3925658E-5
4.5591070E+3 1.3648234E-5
4.0931470E+3 1.3580409E-5
3.6748100E+3 1.3799582E-5
3.2992300E+3 1.3801942E-5
2.9620350E+3 1.4508521E-5
2.6593020E+3 1.3858260E-5
2.3875110E+3 1.5040937E-5
2.1434970E+3 1.5675381E-5
1.9244230E+3 1.6526719E-5
1.7277390E+3 1.6388596E-5
1.5511570E+3 1.7100837E-5
1.3926220E+3 1.8045364E-5
1.2502900E+3 2.0975482E-5
1.1225050E+3 1.9647322E-5
1.0077810E+3 2.3506147E-5
9.0478100E+2 2.0379745E-5
8.1230900E+2 2.2100512E-5
7.2928800E+2 2.7990287E-5
6.5475100E+2 3.5459310E-5
5.8783300E+2 3.5953429E-5
5.2775400E+2 3.6174831E-5
4.7381500E+2 4.1238814E-5
4.2539000E+2 3.9643483E-5
3.8191300E+2 4.2794400E-5
3.4288000E+2 4.1476903E-5
3.0783600E+2 4.7844049E-5
2.7637400E+2 6.0754706E-5
2.4812700E+2 5.7644034E-5
2.2276800E+2 6.0254780E-5
2.0000000E+2 4.3871933E-5
