N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.198207851E+00 1.194872841E+00 1.191996248E+00 1.189741109E+00
1.600000000E+01 1.216214648E+00 1.213192610E+00 1.210624270E+00 1.207972564E+00
1.700000000E+01 1.234210781E+00 1.231493082E+00 1.230056924E+00 1.228658162E+00
1.549996187E+01 1.205176362E+00 1.201803352E+00 1.198711747E+00 1.196465574E+00
1.649996187E+01 1.215937841E+00 1.213212546E+00 1.210824711E+00 1.208994579E+00
1.674996808E+01 1.221340617E+00 1.218915128E+00 1.216745942E+00 1.214925391E+00
1.624993176E+01 1.216274350E+00 1.213374203E+00 1.211048314E+00 1.208711498E+00
1.574996808E+01 1.211767958E+00 1.208547769E+00 1.205456969E+00 1.203119812E+00
1.524993176E+01 1.202003585E+00 1.198515251E+00 1.195530276E+00 1.193285631E+00
