N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025929066E+00 1.024974901E+00 1.024271853E+00 1.023727958E+00
1.600000000E+01 1.231913182E+00 1.224438589E+00 1.217354609E+00 1.211337462E+00
1.700000000E+01 1.231812784E+00 1.222293056E+00 1.214257712E+00 1.207603310E+00
1.549996187E+01 1.117406723E+00 1.097745949E+00 1.080264024E+00 1.064171451E+00
1.649996187E+01 1.235113226E+00 1.226542573E+00 1.218688431E+00 1.211673029E+00
1.674996808E+01 1.232667667E+00 1.223316142E+00 1.215024046E+00 1.207844277E+00
1.624993176E+01 1.236552920E+00 1.228707496E+00 1.221508419E+00 1.214688152E+00
1.574996808E+01 1.212176447E+00 1.198950371E+00 1.190845857E+00 1.183122966E+00
1.524993176E+01 1.012589068E+00 1.011511324E+00 1.010729859E+00 1.010132561E+00
