name time T kT_1 I
10RV 10rv.dat 300 38.65 8.675E-007
11RV 11rv.dat 300 38.65 7.830E-007
12RV 12rv.dat 300 38.65 7.999E-007
13RV 13rv.dat 300 38.65 9.267E-007
14RV 14rv.dat 300 38.65 7.727E-007
15RV 15rv.dat 300 38.65 8.292E-007
16RV 16rv.dat 300 38.65 8.045E-007
17RV 17rv.dat 300 38.65 8.158E-007
18RV 18rv.dat 300 38.65 8.903E-007
19RV 19rv.dat 300 38.65 8.525E-007
1RV 1rv.dat 300 38.65 8.319E-007
20RV 20rv.dat 300 38.65 8.793E-007
21RV 21rv.dat 300 38.65 8.257E-007
22RV 22rv.dat 300 38.65 7.783E-007
23RV 23rv.dat 300 38.65 7.072E-007
24RV 24rv.dat 300 38.65 7.678E-007
25RV 25rv.dat 300 38.65 8.568E-007
26RV 26rv.dat 300 38.65 8.254E-007
27RV 27rv.dat 300 38.65 8.274E-007
2RV 2rv.dat 300 38.65 9.586E-007
3RV 3rv.dat 300 38.65 8.471E-007
4RV 4rv.dat 300 38.65 8.434E-007
5RV 5rv.dat 300 38.65 8.033E-007
6RV 6rv.dat 300 38.65 8.602E-007
7RV 7rv.dat 300 38.65 8.072E-007
8RV 8rv.dat 300 38.65 9.348E-007
9RV 9rv.dat 300 38.65 8.964E-007
