N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+16 290 3.300E-4 3.699680E+1 1.943680E+1 6.283940E-1 8.360440E+1
1.468000E+10 3.162E+16 290 3.300E-4 3.695651E+1 1.941140E+1 6.282870E-1 8.360040E+1
2.154000E+10 3.162E+16 290 3.300E-4 3.689847E+1 1.937480E+1 6.281300E-1 8.359480E+1
3.162000E+10 3.162E+16 290 3.300E-4 3.681554E+1 1.932250E+1 6.279060E-1 8.358690E+1
4.642000E+10 3.162E+16 290 3.300E-4 3.669849E+1 1.924870E+1 6.275850E-1 8.357600E+1
6.813000E+10 3.162E+16 290 3.300E-4 3.653598E+1 1.914640E+1 6.271350E-1 8.356120E+1
1.000000E+11 3.162E+16 290 3.300E-4 3.631546E+1 1.900750E+1 6.265120E-1 8.354200E+1
1.468000E+11 3.162E+16 290 3.300E-4 3.602509E+1 1.882480E+1 6.256740E-1 8.351760E+1
2.154000E+11 3.162E+16 290 3.300E-4 3.565695E+1 1.859330E+1 6.245840E-1 8.348740E+1
3.162000E+11 3.162E+16 290 3.300E-4 3.521048E+1 1.830470E+1 6.232260E-1 8.341530E+1
4.642000E+11 3.162E+16 290 3.300E-4 3.469388E+1 1.798050E+1 6.216070E-1 8.337450E+1
6.813000E+11 3.162E+16 290 3.300E-4 3.412137E+1 1.762170E+1 6.197360E-1 8.333240E+1
1.000000E+12 3.162E+16 290 3.300E-4 3.350712E+1 1.723630E+1 6.175600E-1 8.329680E+1
1.468000E+12 3.162E+16 290 3.300E-4 3.285966E+1 1.682890E+1 6.151890E-1 8.325030E+1
2.154000E+12 3.162E+16 290 3.300E-4 3.218068E+1 1.639280E+1 6.126040E-1 8.315300E+1
3.162000E+12 3.162E+16 290 3.300E-4 3.146769E+1 1.594260E+1 6.097650E-1 8.308670E+1
4.642000E+12 3.162E+16 290 3.300E-4 3.071734E+1 1.546980E+1 6.065360E-1 8.303160E+1
6.813000E+12 3.162E+16 290 3.300E-4 2.992729E+1 1.496580E+1 6.030880E-1 8.291880E+1
1.000000E+13 3.162E+16 290 3.300E-4 2.909650E+1 1.444530E+1 5.993710E-1 8.283050E+1
1.468000E+13 3.162E+16 290 3.300E-4 2.822506E+1 1.390370E+1 5.952800E-1 8.275140E+1
2.154000E+13 3.162E+16 290 3.300E-4 2.731409E+1 1.333470E+1 5.910210E-1 8.260250E+1
3.162000E+13 3.162E+16 290 3.300E-4 2.636572E+1 1.275520E+1 5.864000E-1 8.249970E+1
4.642000E+13 3.162E+16 290 3.300E-4 2.538316E+1 1.215450E+1 5.816190E-1 8.232880E+1
6.813000E+13 3.162E+16 290 3.300E-4 2.437063E+1 1.154830E+1 5.765250E-1 8.219230E+1
1.000000E+14 3.162E+16 290 3.300E-4 2.333337E+1 1.092880E+1 5.712900E-1 8.198600E+1
