T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.324805795E+00 1.250808896E+00 7.399689900E-02 1.314184200E+00 1.249648086E+00 6.453611400E-02 1.062159500E-02 1.160810000E-03
295 1.323792773E+00 1.252807661E+00 7.098511200E-02 1.314076609E+00 1.251712894E+00 6.236371500E-02 9.716164000E-03 1.094767000E-03
300 1.323765048E+00 1.255312219E+00 6.845282900E-02 1.314977066E+00 1.254217737E+00 6.075932900E-02 8.787982000E-03 1.094482000E-03
305 1.324782611E+00 1.257759712E+00 6.702289900E-02 1.316880366E+00 1.256656007E+00 6.022435900E-02 7.902245000E-03 1.103705000E-03
310 1.326822594E+00 1.260588637E+00 6.623395700E-02 1.319703061E+00 1.259410833E+00 6.029222800E-02 7.119533000E-03 1.177804000E-03
315 1.329690122E+00 1.263222284E+00 6.646783800E-02 1.323199065E+00 1.261928008E+00 6.127105700E-02 6.491057000E-03 1.294276000E-03
320 1.333232630E+00 1.264970273E+00 6.826235700E-02 1.327178061E+00 1.263514258E+00 6.366380300E-02 6.054569000E-03 1.456015000E-03
325 1.337093635E+00 1.266456823E+00 7.063681200E-02 1.331258436E+00 1.264752463E+00 6.650597300E-02 5.835199000E-03 1.704360000E-03
330 1.341080975E+00 1.267040452E+00 7.404052300E-02 1.335230137E+00 1.265011315E+00 7.021882200E-02 5.850838000E-03 2.029137000E-03
335 1.345229975E+00 1.265994356E+00 7.923561900E-02 1.339121211E+00 1.263605959E+00 7.551525200E-02 6.108764000E-03 2.388397000E-03
340 1.348988389E+00 1.264466947E+00 8.452144200E-02 1.342374827E+00 1.261630431E+00 8.074439600E-02 6.613562000E-03 2.836516000E-03
