fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 11:32:46 295.1 39.29 1.000E+000 1.050E+000 5.590E-006 7.928E+020 2.895E+000 3.907E-009 2.271E-003 
0T02 11:36:22 295 39.3 1.000E+000 1.050E+000 5.474E-006 3.670E+020 2.902E+000 3.860E-009 2.128E-003 
0T03 11:38:38 295 39.3 1.000E+000 1.050E+000 5.395E-006 2.727E+020 2.901E+000 3.874E-009 2.148E-003 
0T04 11:41:28 295 39.3 1.000E+000 1.050E+000 5.344E-006 1.081E+020 2.904E+000 3.875E-009 2.075E-003 
0T05 11:44:30 295 39.3 1.000E+000 1.050E+000 5.262E-006 3.180E+020 2.906E+000 3.878E-009 2.149E-003 
0T06 11:47:18 295 39.3 1.000E+000 1.050E+000 5.320E-006 1.933E+020 2.907E+000 3.886E-009 2.063E-003 
0T07 11:49:28 295 39.3 1.000E+000 1.050E+000 5.253E-006 8.991E+019 2.905E+000 3.908E-009 2.070E-003 
0T08 11:52:12 295 39.3 1.000E+000 1.050E+000 5.242E-006 1.839E+020 2.908E+000 3.900E-009 2.101E-003 
0T09 11:56:30 295 39.3 1.000E+000 1.050E+000 5.288E-006 1.306E+020 2.909E+000 3.920E-009 2.007E-003 
0T10 12:04:28 295 39.3 1.000E+000 1.050E+000 5.213E-006 7.125E+020 2.909E+000 3.943E-009 2.061E-003 
0T11 12:08:28 295 39.3 1.000E+000 1.050E+000 5.107E-006 6.701E+019 2.913E+000 3.921E-009 2.104E-003 
0T12 12:12:30 295 39.3 1.000E+000 1.050E+000 5.169E-006 3.102E+020 2.912E+000 3.940E-009 2.035E-003 
0T13 12:15:20 295 39.3 1.000E+000 1.050E+000 5.092E-006 3.143E+020 2.912E+000 3.943E-009 2.067E-003 
0T14 12:19:46 295 39.3 1.000E+000 1.050E+000 5.055E-006 8.372E+019 2.916E+000 3.939E-009 2.048E-003 
0T15 12:24:08 295 39.3 1.000E+000 1.050E+000 5.153E-006 1.224E+020 2.913E+000 3.960E-009 1.997E-003 
0T16 12:26:54 295 39.3 1.000E+000 1.050E+000 5.103E-006 2.869E+020 2.916E+000 3.953E-009 2.059E-003 
0T17 12:29:58 295 39.3 1.000E+000 1.050E+000 5.164E-006 1.328E+020 2.913E+000 3.977E-009 1.989E-003 
0T18 12:33:00 295 39.3 1.000E+000 1.050E+000 5.070E-006 1.067E+020 2.915E+000 3.976E-009 2.004E-003 
0T19 12:37:36 295 39.3 1.000E+000 1.050E+000 5.062E-006 6.312E+019 2.916E+000 3.972E-009 2.009E-003 
0T20 12:43:40 295 39.3 1.000E+000 1.050E+000 5.048E-006 4.620E+020 2.915E+000 3.998E-009 1.956E-003 
0T21 12:48:26 295 39.3 1.000E+000 1.050E+000 5.115E-006 6.389E+019 2.913E+000 4.004E-009 1.918E-003 
0T22 12:54:00 295 39.3 1.000E+000 1.050E+000 5.016E-006 8.149E+019 2.917E+000 4.000E-009 1.961E-003 
0T23 12:58:20 295 39.3 1.000E+000 1.050E+000 5.030E-006 1.069E+020 2.915E+000 4.018E-009 1.917E-003 
