fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 9:25 309.2 37.5 1.000E+000 5.721E+000 4.719E-010 7.397E+002 2.573E+000 6.661E-006 1.757E-004 1.103E-001 1.743E-004 5.085E-006 2.646E-001 5.700E-002 8.905E-005 3.315E-003 
00L2 9:43 313.8 36.95 1.000E+000 6.743E+000 1.037E-009 7.600E+002 2.583E+000 8.833E-006 1.750E-004 1.082E-001 1.733E-004 5.013E-006 2.674E-001 5.620E-002 8.904E-005 2.935E-003 
00L3 10:20 316.9 36.59 1.000E+000 3.302E+000 1.481E-009 7.728E+002 2.551E+000 9.896E-006 1.734E-004 1.064E-001 1.725E-004 4.941E-006 2.691E-001 5.550E-002 8.887E-005 1.020E-002 
00L4 10:37 319.6 36.28 1.000E+000 3.780E+000 2.270E-009 7.834E+002 2.607E+000 1.243E-005 1.777E-004 1.062E-001 1.768E-004 5.096E-006 2.715E-001 5.570E-002 9.132E-005 1.481E-003 
00L5 10:54 322.1 36 1.000E+000 4.350E+000 3.129E-009 7.926E+002 2.564E+000 1.326E-005 1.760E-004 1.044E-001 1.749E-004 4.978E-006 2.726E-001 5.480E-002 9.068E-005 3.081E-003 
00L6 11:12 324.8 35.7 1.000E+000 5.068E+000 4.463E-009 8.017E+002 2.525E+000 1.438E-005 1.753E-004 1.027E-001 1.740E-004 4.895E-006 2.740E-001 5.410E-002 9.031E-005 4.345E-003 
00L7 11:36 327.3 35.42 1.000E+000 4.601E+000 5.884E-009 8.094E+002 2.491E+000 1.568E-005 1.753E-004 1.010E-001 1.741E-004 4.847E-006 2.755E-001 5.340E-002 9.060E-005 5.575E-003 
00L8 11:59 330.6 35.07 1.000E+000 5.980E+000 1.004E-008 8.184E+002 2.555E+000 2.053E-005 1.744E-004 9.627E-002 1.728E-004 4.601E-006 2.766E-001 5.090E-002 9.021E-005 1.349E-003 
00L9 12:20 334.2 34.69 1.000E+000 6.456E+000 1.614E-008 8.264E+002 2.572E+000 2.514E-005 1.766E-004 9.329E-002 1.749E-004 4.537E-006 2.781E-001 4.940E-002 9.166E-005 9.210E-003 
0L10 12:40 338 34.3 1.000E+000 4.908E+000 2.388E-008 8.326E+002 2.505E+000 2.763E-005 1.758E-004 9.005E-002 1.745E-004 4.393E-006 2.796E-001 4.780E-002 9.172E-005 5.927E-003 
0L11 13:4 341.2 33.98 1.000E+000 4.577E+000 3.989E-008 8.359E+002 2.555E+000 3.393E-005 1.740E-004 8.517E-002 1.727E-004 4.110E-006 2.795E-001 4.520E-002 9.073E-005 1.007E-003 
