N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.651496000E-03 6.861755000E-03 6.500101000E-03 5.959624000E-03
1.016672606E+01 5.535908000E-03 4.907469000E-03 4.629040000E-03 4.200225000E-03
1.033324570E+01 3.955575000E-03 3.473977000E-03 3.357708000E-03 2.988141000E-03
1.049996187E+01 2.796423000E-03 2.438583000E-03 2.351518000E-03 2.088159000E-03
1.066670514E+01 1.960713000E-03 1.701192000E-03 1.677004000E-03 1.456886000E-03
1.083333839E+01 1.366969000E-03 1.182162000E-03 1.160710000E-03 1.009817000E-03
1.100000000E+01 9.500180000E-04 8.587470000E-04 8.002630000E-04 6.992860000E-04
1.116672606E+01 6.598100000E-04 5.949710000E-04 5.500190000E-04 4.844910000E-04
1.133324570E+01 4.591290000E-04 4.115230000E-04 3.783730000E-04 3.371600000E-04
1.149996187E+01 3.210230000E-04 2.878340000E-04 2.614400000E-04 2.366100000E-04
1.166670514E+01 2.263230000E-04 2.024440000E-04 1.839250000E-04 1.683500000E-04
1.183333839E+01 1.615780000E-04 1.444270000E-04 1.314270000E-04 1.222660000E-04
1.200000000E+01 1.183260000E-04 1.057470000E-04 9.715100000E-05 9.184400000E-05
1.216672606E+01 8.766300000E-05 7.915400000E-05 7.445300000E-05 7.125500000E-05
1.233324570E+01 6.702300000E-05 6.176100000E-05 5.868100000E-05 5.690200000E-05
1.249996187E+01 5.271100000E-05 4.975500000E-05 4.799800000E-05 4.707100000E-05
1.266670514E+01 4.286700000E-05 4.123300000E-05 4.028200000E-05 3.984700000E-05
1.283333839E+01 3.575800000E-05 3.491800000E-05 3.442200000E-05 3.424700000E-05
1.300000000E+01 3.037900000E-05 2.997900000E-05 2.973000000E-05 2.968000000E-05
