fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UDT0 12:29:00 308 37.64 1.000E+000 8.763E-001 1.990E-006 7.339E+002 2.482E+000 3.893E-008 8.946E-004 
UDT1 12:31:18 308 37.64 1.000E+000 9.268E-001 1.825E-006 7.339E+002 2.497E+000 3.799E-008 9.063E-004 
UDT2 12:33:38 308.1 37.63 1.000E+000 8.970E-001 1.907E-006 7.343E+002 2.489E+000 3.867E-008 9.196E-004 
UDT3 12:35:50 308.1 37.63 1.000E+000 8.717E-001 2.006E-006 7.343E+002 2.480E+000 3.880E-008 1.082E-003 
UDT4 12:37:58 308.1 37.63 1.000E+000 9.000E-001 1.860E-006 7.343E+002 2.497E+000 3.813E-008 1.212E-003 
UDT5 12:40:02 308.1 37.63 1.000E+000 8.518E-001 2.076E-006 7.343E+002 2.470E+000 3.946E-008 1.010E-003 
UDT6 12:41:58 308.2 37.62 1.000E+000 8.886E-001 1.946E-006 7.347E+002 2.484E+000 3.870E-008 1.237E-003 
UDT7 12:43:46 308.2 37.62 1.000E+000 8.633E-001 2.052E-006 7.347E+002 2.473E+000 3.932E-008 1.096E-003 
UDT8 12:45:44 308.2 37.62 1.000E+000 8.499E-001 2.087E-006 7.347E+002 2.476E+000 3.896E-008 1.223E-003 
UDT9 12:47:36 308.2 37.62 1.000E+000 8.372E-001 2.079E-006 7.347E+002 2.482E+000 3.862E-008 1.209E-003 
