T d154 d184 d214 d244
d 150 180 210 240
290 1.225394317E+00 1.221556285E+00 1.219627372E+00 1.217703536E+00
295 1.225801276E+00 1.221991586E+00 1.220078927E+00 1.217907448E+00
300 1.225217111E+00 1.221124927E+00 1.218994899E+00 1.216293583E+00
305 1.222171458E+00 1.217070319E+00 1.214139773E+00 1.210641176E+00
310 1.213662326E+00 1.206754947E+00 1.202142778E+00 1.197206016E+00
315 1.194680227E+00 1.184460005E+00 1.176690142E+00 1.169196845E+00
320 1.157138471E+00 1.141388059E+00 1.128768939E+00 1.116910444E+00
325 1.090565036E+00 1.066986769E+00 1.047809885E+00 1.030540340E+00
330 1.010927316E+00 1.009852355E+00 1.009081902E+00 1.008477740E+00
335 1.011231707E+00 1.010366856E+00 1.009729811E+00 1.009223613E+00
340 1.012648963E+00 1.011946861E+00 1.011418034E+00 1.010984958E+00
