N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.778E+16 335 3.800E-4 3.770478E+1 1.597670E+1 5.333050E-1 7.945370E+1
1.468000E+10 1.778E+16 335 3.800E-4 3.762753E+1 1.592590E+1 5.327830E-1 7.944140E+1
2.154000E+10 1.778E+16 335 3.800E-4 3.751857E+1 1.585460E+1 5.320570E-1 7.942380E+1
3.162000E+10 1.778E+16 335 3.800E-4 3.736745E+1 1.575660E+1 5.310680E-1 7.939940E+1
4.642000E+10 1.778E+16 335 3.800E-4 3.716254E+1 1.562480E+1 5.297460E-1 7.936750E+1
6.813000E+10 1.778E+16 335 3.800E-4 3.689282E+1 1.545330E+1 5.279990E-1 7.933150E+1
1.000000E+11 1.778E+16 335 3.800E-4 3.655071E+1 1.523190E+1 5.258660E-1 7.924730E+1
1.468000E+11 1.778E+16 335 3.800E-4 3.613519E+1 1.497490E+1 5.233680E-1 7.918200E+1
2.154000E+11 1.778E+16 335 3.800E-4 3.565332E+1 1.468140E+1 5.205500E-1 7.910530E+1
3.162000E+11 1.778E+16 335 3.800E-4 3.511848E+1 1.435900E+1 5.173700E-1 7.902920E+1
4.642000E+11 1.778E+16 335 3.800E-4 3.454507E+1 1.400930E+1 5.139830E-1 7.890090E+1
6.813000E+11 1.778E+16 335 3.800E-4 3.394301E+1 1.365120E+1 5.104130E-1 7.879530E+1
1.000000E+12 1.778E+16 335 3.800E-4 3.331518E+1 1.327930E+1 5.065140E-1 7.869390E+1
1.468000E+12 1.778E+16 335 3.800E-4 3.265908E+1 1.288630E+1 5.024200E-1 7.853370E+1
2.154000E+12 1.778E+16 335 3.800E-4 3.197028E+1 1.248420E+1 4.980320E-1 7.840750E+1
3.162000E+12 1.778E+16 335 3.800E-4 3.124494E+1 1.205930E+1 4.933710E-1 7.822940E+1
4.642000E+12 1.778E+16 335 3.800E-4 3.048068E+1 1.162470E+1 4.884650E-1 7.807710E+1
6.813000E+12 1.778E+16 335 3.800E-4 2.967632E+1 1.116930E+1 4.832850E-1 7.787740E+1
1.000000E+13 1.778E+16 335 3.800E-4 2.883167E+1 1.070580E+1 4.778830E-1 7.770140E+1
1.468000E+13 1.778E+16 335 3.800E-4 2.794743E+1 1.022510E+1 4.722630E-1 7.747110E+1
2.154000E+13 1.778E+16 335 3.800E-4 2.702528E+1 9.740000E+0 4.664060E-1 7.727200E+1
3.162000E+13 1.778E+16 335 3.800E-4 2.606789E+1 9.241900E+0 4.604200E-1 7.700190E+1
4.642000E+13 1.778E+16 335 3.800E-4 2.507897E+1 8.744400E+0 4.541550E-1 7.677440E+1
6.813000E+13 1.778E+16 335 3.800E-4 2.406325E+1 8.239600E+0 4.477640E-1 7.647190E+1
1.000000E+14 1.778E+16 335 3.800E-4 2.302643E+1 7.736400E+0 4.412170E-1 7.614780E+1
