T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.199553111E+00 1.204599112E+00 1.209936124E+00 1.219474996E+00 1.227845166E+00 1.232698260E+00 1.238170439E+00 1.250126427E+00 1.268536625E+00
295 1.199162044E+00 1.204812269E+00 1.210566606E+00 1.219625473E+00 1.228507685E+00 1.233735372E+00 1.239108499E+00 1.250624213E+00 1.268806124E+00
300 1.198655983E+00 1.205675331E+00 1.211541004E+00 1.220793478E+00 1.229927793E+00 1.235427351E+00 1.240555530E+00 1.251761053E+00 1.270167019E+00
305 1.196815209E+00 1.206606453E+00 1.213107515E+00 1.222482751E+00 1.231424585E+00 1.237435546E+00 1.242966004E+00 1.254087203E+00 1.272180000E+00
310 1.191200207E+00 1.206972376E+00 1.214838459E+00 1.224294655E+00 1.233719884E+00 1.240033866E+00 1.245901525E+00 1.257153122E+00 1.274925791E+00
315 1.175768437E+00 1.205394120E+00 1.216098094E+00 1.226122991E+00 1.236069474E+00 1.242906807E+00 1.248829208E+00 1.260049015E+00 1.278062178E+00
320 1.138987535E+00 1.199453400E+00 1.216716624E+00 1.227654255E+00 1.238173976E+00 1.245575505E+00 1.252403773E+00 1.263648608E+00 1.281080266E+00
325 1.063860545E+00 1.183003490E+00 1.215160624E+00 1.229367031E+00 1.240247649E+00 1.248279964E+00 1.255566431E+00 1.266926054E+00 1.284342153E+00
330 1.015455439E+00 1.145420699E+00 1.208751507E+00 1.229270059E+00 1.241856675E+00 1.250585557E+00 1.258029808E+00 1.269564516E+00 1.287432713E+00
335 1.017083947E+00 1.071296615E+00 1.192632791E+00 1.226928590E+00 1.242229262E+00 1.251915126E+00 1.260357042E+00 1.272214057E+00 1.289621785E+00
340 1.021114964E+00 1.011870046E+00 1.157151741E+00 1.219986431E+00 1.241546578E+00 1.252759187E+00 1.261988178E+00 1.274114509E+00 1.291447374E+00
