T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.201786491E+00 1.206716513E+00 1.211599091E+00 1.220583728E+00 1.228322006E+00 1.232815546E+00 1.238046624E+00 1.249820965E+00 1.268877503E+00
295 1.201191485E+00 1.206665860E+00 1.212136915E+00 1.220586845E+00 1.229097712E+00 1.233791609E+00 1.239104085E+00 1.250616018E+00 1.269248076E+00
300 1.200584332E+00 1.207443889E+00 1.212924491E+00 1.221792431E+00 1.230486508E+00 1.235597901E+00 1.240691126E+00 1.252015322E+00 1.270518468E+00
305 1.198722336E+00 1.208358249E+00 1.214556253E+00 1.223504652E+00 1.232136464E+00 1.237733801E+00 1.243373496E+00 1.254395863E+00 1.272182946E+00
310 1.193282448E+00 1.208789361E+00 1.216358096E+00 1.225573779E+00 1.234612022E+00 1.240585859E+00 1.246479930E+00 1.257261082E+00 1.274880275E+00
315 1.178249259E+00 1.207123214E+00 1.217762077E+00 1.227471760E+00 1.237109466E+00 1.243672215E+00 1.249419791E+00 1.260162660E+00 1.278041327E+00
320 1.142179970E+00 1.201446148E+00 1.218634988E+00 1.229567312E+00 1.239323892E+00 1.246374685E+00 1.252755007E+00 1.263611278E+00 1.281031595E+00
325 1.068135125E+00 1.185435846E+00 1.217455869E+00 1.231113776E+00 1.241648423E+00 1.249135349E+00 1.255953009E+00 1.266925783E+00 1.284270136E+00
330 1.016937178E+00 1.148362992E+00 1.211523276E+00 1.231428094E+00 1.243489136E+00 1.251579693E+00 1.258446544E+00 1.269562487E+00 1.287174808E+00
335 1.018645177E+00 1.074625969E+00 1.195898514E+00 1.229854843E+00 1.244208786E+00 1.253088621E+00 1.260858891E+00 1.272192010E+00 1.289322595E+00
340 1.022957420E+00 1.012932230E+00 1.160931142E+00 1.224941179E+00 1.244002915E+00 1.254217077E+00 1.262594075E+00 1.274186679E+00 1.291205255E+00
