N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.197794133E+00 1.197486468E+00 1.197067344E+00 1.195209716E+00 1.189527027E+00 1.174022646E+00 1.137089564E+00 1.062287517E+00 1.014408730E+00 1.015919824E+00 1.019662476E+00
1.600000000E+01 1.227511358E+00 1.228288016E+00 1.229668830E+00 1.231250923E+00 1.233449320E+00 1.235792324E+00 1.237638296E+00 1.239554650E+00 1.240735894E+00 1.240783793E+00 1.239642880E+00
1.700000000E+01 1.268926504E+00 1.269123063E+00 1.270286247E+00 1.271859297E+00 1.274636472E+00 1.277872309E+00 1.280889371E+00 1.284363256E+00 1.287401241E+00 1.289522346E+00 1.291339931E+00
1.549996187E+01 1.208523627E+00 1.209293080E+00 1.210502726E+00 1.212174730E+00 1.213903363E+00 1.215069403E+00 1.215536480E+00 1.213725781E+00 1.206929204E+00 1.190428550E+00 1.154796667E+00
1.649996187E+01 1.238108300E+00 1.239182454E+00 1.240650213E+00 1.243150804E+00 1.246026273E+00 1.248863021E+00 1.252062367E+00 1.255135578E+00 1.257648241E+00 1.259932735E+00 1.261489731E+00
1.674996808E+01 1.250090016E+00 1.250774438E+00 1.251827517E+00 1.254104329E+00 1.256900714E+00 1.259723531E+00 1.263161315E+00 1.266489093E+00 1.269347835E+00 1.271939829E+00 1.273844925E+00
1.624993176E+01 1.232726578E+00 1.233661526E+00 1.235374071E+00 1.237366352E+00 1.240073563E+00 1.242784468E+00 1.245368211E+00 1.247818686E+00 1.250016877E+00 1.251208135E+00 1.251827933E+00
1.574996808E+01 1.218373884E+00 1.218791079E+00 1.220020172E+00 1.221763982E+00 1.223706932E+00 1.225406478E+00 1.227192692E+00 1.228283130E+00 1.227857228E+00 1.225338563E+00 1.217850441E+00
1.524993176E+01 1.202989461E+00 1.203313878E+00 1.204324087E+00 1.205257345E+00 1.205582987E+00 1.203826959E+00 1.197680997E+00 1.181059205E+00 1.143488240E+00 1.069921641E+00 1.011145875E+00
