fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.153335576E-13 1.000000000E+20 1.195532102E+00 1.652489750E-14 4.446852891E-04 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.366917641E-13 1.000000000E+20 1.215418658E+00 1.525234611E-14 7.540860811E-04 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.781506348E-13 1.000000000E+20 1.201616170E+00 2.362837480E-14 5.178214657E-04 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.996983585E-13 1.000000000E+20 1.215612046E+00 2.237316396E-14 7.583446384E-04 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.692948437E-13 1.000000000E+20 1.206134380E+00 3.404952000E-14 5.825702302E-04 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.911245091E-13 1.000000000E+20 1.215892392E+00 3.280910862E-14 7.645749524E-04 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.008643968E-13 1.000000000E+20 1.209539328E+00 4.931965327E-14 6.386706559E-04 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.231045782E-13 1.000000000E+20 1.216296475E+00 4.809343485E-14 7.736784078E-04 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.893981813E-13 1.000000000E+20 1.212217933E+00 7.166901373E-14 6.880386473E-04 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.122266353E-13 1.000000000E+20 1.216874357E+00 7.045818302E-14 7.869521006E-04 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.567728537E-13 1.000000000E+20 1.214493600E+00 1.043357069E-13 7.341259225E-04 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.804307967E-13 1.000000000E+20 1.217691472E+00 1.031432591E-13 8.062487069E-04 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.330563538E-12 1.000000000E+20 1.216637636E+00 1.520049921E-13 7.814507524E-04 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.255368167E-12 1.000000000E+20 1.218828672E+00 1.508357488E-13 8.341864920E-04 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.843155893E-12 1.000000000E+20 1.218878894E+00 2.214331717E-13 8.354408446E-04 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.769505028E-12 1.000000000E+20 1.220377834E+00 2.202937636E-13 8.744047277E-04 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.528811577E-12 1.000000000E+20 1.221404510E+00 3.223396351E-13 9.025424953E-04 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.457170806E-12 1.000000000E+20 1.222429145E+00 3.212381768E-13 9.318530612E-04 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.418490696E-12 1.000000000E+20 1.224348704E+00 4.687046885E-13 9.904602924E-04 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.349352431E-12 1.000000000E+20 1.225049112E+00 4.676499961E-13 1.013070602E-03 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.534013055E-12 1.000000000E+20 1.227772204E+00 6.807033618E-13 1.108355109E-03 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.467823303E-12 1.000000000E+20 1.228251558E+00 6.797036653E-13 1.126349786E-03 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.885567771E-12 1.000000000E+20 1.231643807E+00 9.876399773E-13 1.266794332E-03 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.822633121E-12 1.000000000E+20 1.231972894E+00 9.867013544E-13 1.281628667E-03 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.477139829E-12 1.000000000E+20 1.235840303E+00 1.432401690E-12 1.477227479E-03 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.417547729E-12 1.000000000E+20 1.236067684E+00 1.431526704E-12 1.489903594E-03 
014_336 014_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.320314159E-12 1.000000000E+20 1.240177133E+00 2.078100774E-12 1.750930079E-03 
014_336_SRH 014_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.263904702E-12 1.000000000E+20 1.240336010E+00 2.077288114E-12 1.762126307E-03 
015_336 015_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.144991393E-11 1.000000000E+20 1.244463415E+00 3.017777166E-12 2.097806836E-03 
015_336_SRH 015_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.139631996E-11 1.000000000E+20 1.244576269E+00 3.017022558E-12 2.107969858E-03 
016_336 016_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.393214495E-11 1.000000000E+20 1.248556926E+00 4.388441056E-12 2.525897144E-03 
016_336_SRH 016_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.388088243E-11 1.000000000E+20 1.248638884E+00 4.387739287E-12 2.535305489E-03 
017_336 017_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.686151813E-11 1.000000000E+20 1.252392870E+00 6.391492018E-12 3.042190411E-03 
017_336_SRH 017_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.681208704E-11 1.000000000E+20 1.252453937E+00 6.390839116E-12 3.051008529E-03 
018_336 018_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.035164390E-11 1.000000000E+20 1.255978512E+00 9.322693472E-12 3.654284960E-03 
018_336_SRH 018_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.030360593E-11 1.000000000E+20 1.256025258E+00 9.322088758E-12 3.662601072E-03 
019_336 019_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.452845317E-11 1.000000000E+20 1.259366886E+00 1.361643000E-11 4.371557833E-03 
