N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 5.956000000E-06 5.689000000E-06 5.583000000E-06 5.513000000E-06
1.600000000E+01 3.228700000E-05 3.244300000E-05 3.289300000E-05 3.341100000E-05
1.700000000E+01 4.591210000E-04 4.566970000E-04 4.555610000E-04 4.570270000E-04
1.549996187E+01 8.212000000E-06 1.055000000E-05 1.260200000E-05 1.449600000E-05
1.649996187E+01 1.153560000E-04 1.146150000E-04 1.139570000E-04 1.140240000E-04
1.674996808E+01 2.285420000E-04 2.266690000E-04 2.260750000E-04 2.255980000E-04
1.624993176E+01 6.006500000E-05 5.962400000E-05 5.961300000E-05 5.990800000E-05
1.574996808E+01 1.749400000E-05 1.851100000E-05 1.961500000E-05 2.059700000E-05
1.524993176E+01 7.003000000E-06 6.845000000E-06 6.795000000E-06 6.746000000E-06
