Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.135289575E+00 1.117660706E+0 1.762886900E-02 1.135289575E+00 1.117660706E+0 1.762886900E-02
1.468000015E+10 1.135419983E+00 1.120267458E+0 1.515252500E-02 1.135419983E+00 1.120267458E+0 1.515252500E-02
2.154000005E+10 1.135609877E+00 1.122884898E+0 1.272497900E-02 1.135609877E+00 1.122884898E+0 1.272497900E-02
3.162000032E+10 1.135884925E+00 1.125519205E+0 1.036572000E-02 1.135884925E+00 1.125519205E+0 1.036572000E-02
4.642000041E+10 1.136281794E+00 1.128167584E+0 8.114210000E-03 1.136281794E+00 1.128167584E+0 8.114210000E-03
6.813000017E+10 1.136849526E+00 1.130827702E+0 6.021824000E-03 1.136849526E+00 1.130827702E+0 6.021824000E-03
1.000000000E+11 1.137651868E+00 1.133501617E+0 4.150251000E-03 1.137651868E+00 1.133501617E+0 4.150251000E-03
1.468000015E+11 1.138767480E+00 1.136189782E+0 2.577698000E-03 1.138767480E+00 1.136189782E+0 2.577698000E-03
2.154000005E+11 1.140887121E+00 1.138887681E+0 1.999440000E-03 1.140887121E+00 1.138887681E+0 1.999440000E-03
3.162000032E+11 1.141950101E+00 1.141601711E+0 3.483900000E-04 1.141950101E+00 1.141601711E+0 3.483900000E-04
4.642000041E+11 1.143372528E+00 1.144329012E+0 -9.564840000E-04 1.143372528E+00 1.144329012E+0 -9.564840000E-04
6.813000017E+11 1.145395054E+00 1.147067209E+0 -1.672155000E-03 1.145395054E+00 1.147067209E+0 -1.672155000E-03
1.000000000E+12 1.148232147E+00 1.149818444E+0 -1.586297000E-03 1.148232147E+00 1.149818444E+0 -1.586297000E-03
1.468000015E+12 1.151762648E+00 1.152583207E+0 -8.205590000E-04 1.151762648E+00 1.152583207E+0 -8.205590000E-04
2.154000005E+12 1.152820219E+00 1.155356873E+0 -2.536654000E-03 1.152820219E+00 1.155356873E+0 -2.536654000E-03
3.162000032E+12 1.153714902E+00 1.158146042E+0 -4.431140000E-03 1.153714902E+00 1.158146042E+0 -4.431140000E-03
4.642000041E+12 1.154401996E+00 1.160947792E+0 -6.545796000E-03 1.154401996E+00 1.160947792E+0 -6.545796000E-03
6.813000017E+12 1.154849657E+00 1.163759703E+0 -8.910046000E-03 1.154849657E+00 1.163759703E+0 -8.910046000E-03
1.000000000E+13 1.155072075E+00 1.166583996E+0 -1.151192100E-02 1.155072075E+00 1.166583996E+0 -1.151192100E-02
