fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
00T1 6:49 293.4 39.52 1.000E+000 2.389E+000 9.274E-012 2.058E+004 2.921E+000 6.146E-006 1.608E-003 
00T2 7:6 296.2 39.14 1.000E+000 2.466E+000 1.556E-011 1.877E+004 2.898E+000 6.911E-006 1.211E-003 
00T3 7:25 299.5 38.71 1.000E+000 2.538E+000 2.795E-011 1.673E+004 2.883E+000 8.046E-006 1.561E-003 
00T4 7:42 302.5 38.33 1.000E+000 2.640E+000 4.798E-011 1.497E+004 2.875E+000 9.296E-006 1.349E-003 
00T5 8:2 305.5 37.95 1.000E+000 2.703E+000 7.902E-011 1.332E+004 2.860E+000 1.059E-005 1.639E-003 
00T6 8:22 308.3 37.61 1.000E+000 2.667E+000 1.123E-010 1.186E+004 2.829E+000 1.170E-005 8.324E-004 
00T7 8:40 311.3 37.24 1.000E+000 3.121E+000 1.986E-010 1.041E+004 2.839E+000 1.382E-005 1.071E-003 
00T8 8:57 313.6 36.97 1.000E+000 3.131E+000 2.698E-010 9.380E+003 2.826E+000 1.515E-005 1.532E-003 
00T9 9:15 316 36.69 1.000E+000 3.168E+000 3.933E-010 8.377E+003 2.793E+000 1.630E-005 7.989E-004 
0T10 9:34 318.7 36.38 1.000E+000 3.047E+000 5.518E-010 7.343E+003 2.783E+000 1.841E-005 9.205E-004 
0T11 9:51 321.4 36.07 1.000E+000 3.028E+000 8.522E-010 6.415E+003 2.780E+000 2.065E-005 5.796E-004 
0T12 10:10 323.7 35.82 1.000E+000 3.158E+000 1.230E-009 5.710E+003 2.779E+000 2.314E-005 5.724E-004 
0T13 10:33 326 35.57 1.000E+000 3.090E+000 1.630E-009 5.087E+003 2.763E+000 2.520E-005 5.500E-004 
0T14 10:55 328.2 35.33 1.000E+000 3.417E+000 2.212E-009 4.570E+003 2.763E+000 2.787E-005 6.868E-004 
0T15 11:16 331.8 34.94 1.000E+000 3.494E+000 3.660E-009 3.896E+003 2.764E+000 3.263E-005 9.199E-004 
