T d154 d184 d214 d244
d 150 180 210 240
290 4.458292500E-02 4.392853300E-02 4.301420500E-02 4.221219800E-02
295 4.285417100E-02 4.245423300E-02 4.180796300E-02 4.118753700E-02
300 4.162798000E-02 4.142980400E-02 4.103560100E-02 4.066666200E-02
305 4.133384300E-02 4.125231900E-02 4.115077400E-02 4.096717700E-02
310 4.088602000E-02 4.111143800E-02 4.118945300E-02 4.115480300E-02
315 4.061450000E-02 4.106143200E-02 4.123236300E-02 4.085341300E-02
320 4.071531000E-02 4.139917900E-02 4.154271900E-02 4.130548000E-02
325 3.965245700E-02 4.035417700E-02 4.058608500E-02 4.036990300E-02
330 3.716546800E-02 3.772294800E-02 3.787519800E-02 3.759678100E-02
335 3.269389400E-02 3.289230200E-02 3.282525400E-02 3.242708800E-02
340 2.259480400E-02 2.200256100E-02 2.145376300E-02 1.958932100E-02
