d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.236519435E+00 1.221857924E+00 1.466151100E-02 1.228821965E+00 1.212978165E+00 1.584380000E-02 7.697470000E-03 8.879759000E-03
150 1.016672606E+01 1.236600788E+00 1.221881710E+00 1.471907800E-02 1.231194478E+00 1.215572348E+00 1.562213000E-02 5.406310000E-03 6.309362000E-03
150 1.033324570E+01 1.236719284E+00 1.221916510E+00 1.480277400E-02 1.232947517E+00 1.217472167E+00 1.547535000E-02 3.771767000E-03 4.444343000E-03
150 1.049996187E+01 1.236891320E+00 1.221967391E+00 1.492392900E-02 1.234274533E+00 1.218860183E+00 1.541435000E-02 2.616787000E-03 3.107208000E-03
150 1.066670514E+01 1.237139829E+00 1.222041663E+00 1.509816600E-02 1.235332113E+00 1.219882209E+00 1.544990400E-02 1.807716000E-03 2.159454000E-03
150 1.083333839E+01 1.237496232E+00 1.222149797E+00 1.534643500E-02 1.236251138E+00 1.220655495E+00 1.559564300E-02 1.245094000E-03 1.494302000E-03
150 1.100000000E+01 1.238002143E+00 1.222306692E+00 1.569545100E-02 1.237146006E+00 1.221275412E+00 1.587059400E-02 8.561370000E-04 1.031280000E-03
150 1.116672606E+01 1.238709927E+00 1.222533098E+00 1.617682900E-02 1.238121451E+00 1.221822166E+00 1.629928500E-02 5.884760000E-04 7.109320000E-04
150 1.133324570E+01 1.239680462E+00 1.222857459E+00 1.682300300E-02 1.239275474E+00 1.222367091E+00 1.690838300E-02 4.049880000E-04 4.903680000E-04
150 1.149996187E+01 1.240975803E+00 1.223317318E+00 1.765848500E-02 1.240696193E+00 1.222978280E+00 1.771791300E-02 2.796100000E-04 3.390380000E-04
150 1.166670514E+01 1.242645308E+00 1.223960093E+00 1.868521500E-02 1.242451096E+00 1.223724584E+00 1.872651200E-02 1.942120000E-04 2.355090000E-04
150 1.183333839E+01 1.244707415E+00 1.224841719E+00 1.986569600E-02 1.244571189E+00 1.224676841E+00 1.989434800E-02 1.362260000E-04 1.648780000E-04
150 1.200000000E+01 1.247136322E+00 1.226021974E+00 2.111434800E-02 1.247039351E+00 1.225905155E+00 2.113419600E-02 9.697100000E-05 1.168190000E-04
150 1.216672606E+01 1.249866971E+00 1.227555984E+00 2.231098700E-02 1.249796515E+00 1.227471760E+00 2.232475500E-02 7.045600000E-05 8.422400000E-05
150 1.233324570E+01 1.252822762E+00 1.229483257E+00 2.333950500E-02 1.252770234E+00 1.229421078E+00 2.334915600E-02 5.252800000E-05 6.217900000E-05
150 1.249996187E+01 1.255948843E+00 1.231818581E+00 2.413026200E-02 1.255908506E+00 1.231771300E+00 2.413720600E-02 4.033700000E-05 4.728100000E-05
150 1.266670514E+01 1.259224770E+00 1.234549470E+00 2.467530000E-02 1.259192799E+00 1.234512301E+00 2.468049800E-02 3.197100000E-05 3.716900000E-05
150 1.283333839E+01 1.262651926E+00 1.237642472E+00 2.500945400E-02 1.262625831E+00 1.237612284E+00 2.501354700E-02 2.609500000E-05 3.018800000E-05
150 1.300000000E+01 1.266236183E+00 1.241056009E+00 2.518017400E-02 1.266214349E+00 1.241030795E+00 2.518355400E-02 2.183400000E-05 2.521400000E-05
180 1.000000000E+01 1.230698830E+00 1.218415813E+00 1.228301700E-02 1.223493834E+00 1.210096064E+00 1.339777000E-02 7.204996000E-03 8.319749000E-03
180 1.016672606E+01 1.230831415E+00 1.218452467E+00 1.237894800E-02 1.225804988E+00 1.212591114E+00 1.321387400E-02 5.026427000E-03 5.861353000E-03
180 1.033324570E+01 1.231023882E+00 1.218506027E+00 1.251785500E-02 1.227536956E+00 1.214406904E+00 1.313005200E-02 3.486926000E-03 4.099123000E-03
180 1.049996187E+01 1.231301873E+00 1.218584178E+00 1.271769500E-02 1.228893714E+00 1.215734814E+00 1.315890000E-02 2.408159000E-03 2.849364000E-03
180 1.066670514E+01 1.231700509E+00 1.218697884E+00 1.300262500E-02 1.230042865E+00 1.216726383E+00 1.331648200E-02 1.657644000E-03 1.971501000E-03
180 1.083333839E+01 1.232266251E+00 1.218862658E+00 1.340359300E-02 1.231127673E+00 1.217502893E+00 1.362478000E-02 1.138578000E-03 1.359765000E-03
180 1.100000000E+01 1.233057424E+00 1.219100117E+00 1.395730700E-02 1.232276184E+00 1.218163921E+00 1.411226300E-02 7.812400000E-04 9.361960000E-04
180 1.116672606E+01 1.234141542E+00 1.219439553E+00 1.470198900E-02 1.233605320E+00 1.218795211E+00 1.481010900E-02 5.362220000E-04 6.443420000E-04
180 1.133324570E+01 1.235586607E+00 1.219919355E+00 1.566725200E-02 1.235217839E+00 1.219475331E+00 1.574250800E-02 3.687680000E-04 4.440240000E-04
180 1.149996187E+01 1.237444677E+00 1.220587193E+00 1.685748400E-02 1.237189954E+00 1.220280260E+00 1.690969400E-02 2.547230000E-04 3.069330000E-04
180 1.166670514E+01 1.239729992E+00 1.221497979E+00 1.823201300E-02 1.239552673E+00 1.221284578E+00 1.826809500E-02 1.773190000E-04 2.134010000E-04
180 1.183333839E+01 1.242402210E+00 1.222708101E+00 1.969410900E-02 1.242277249E+00 1.222558325E+00 1.971892400E-02 1.249610000E-04 1.497760000E-04
180 1.200000000E+01 1.245371182E+00 1.224265913E+00 2.110526900E-02 1.245281553E+00 1.224159258E+00 2.112229500E-02 8.962900000E-05 1.066550000E-04
180 1.216672606E+01 1.248530265E+00 1.226200539E+00 2.232972600E-02 1.248464469E+00 1.226122991E+00 2.234147800E-02 6.579600000E-05 7.754800000E-05
180 1.233324570E+01 1.251799228E+00 1.228514202E+00 2.328502600E-02 1.251749559E+00 1.228456244E+00 2.329331500E-02 4.966900000E-05 5.795800000E-05
180 1.249996187E+01 1.255144701E+00 1.231182960E+00 2.396174100E-02 1.255106028E+00 1.231138209E+00 2.396781900E-02 3.867300000E-05 4.475100000E-05
180 1.266670514E+01 1.258568778E+00 1.234166812E+00 2.440196600E-02 1.258537722E+00 1.234131064E+00 2.440665800E-02 3.105600000E-05 3.574800000E-05
180 1.283333839E+01 1.262087380E+00 1.237424557E+00 2.466282300E-02 1.262061737E+00 1.237395100E+00 2.466663700E-02 2.564300000E-05 2.945700000E-05
180 1.300000000E+01 1.265718876E+00 1.240926780E+00 2.479209600E-02 1.265697236E+00 1.240901902E+00 2.479533400E-02 2.164000000E-05 2.487800000E-05
210 1.000000000E+01 1.225556094E+00 1.215508684E+00 1.004741000E-02 1.218701412E+00 1.207569790E+00 1.113162200E-02 6.854682000E-03 7.938894000E-03
210 1.016672606E+01 1.225756478E+00 1.215562211E+00 1.019426700E-02 1.220995421E+00 1.210001306E+00 1.099411500E-02 4.761057000E-03 5.560905000E-03
210 1.033324570E+01 1.226046174E+00 1.215640292E+00 1.040588200E-02 1.222755555E+00 1.211770078E+00 1.098547700E-02 3.290619000E-03 3.870214000E-03
210 1.049996187E+01 1.226462161E+00 1.215753888E+00 1.070827300E-02 1.224196448E+00 1.213074125E+00 1.112232300E-02 2.265713000E-03 2.679763000E-03
210 1.066670514E+01 1.227053649E+00 1.215918529E+00 1.113512000E-02 1.225497857E+00 1.214070029E+00 1.142782800E-02 1.555792000E-03 1.848500000E-03
210 1.083333839E+01 1.227882989E+00 1.216192803E+00 1.169018600E-02 1.226816489E+00 1.214792547E+00 1.202394200E-02 1.066500000E-03 1.400256000E-03
210 1.100000000E+01 1.229023412E+00 1.216516207E+00 1.250720500E-02 1.228292751E+00 1.215571941E+00 1.272081000E-02 7.306610000E-04 9.442660000E-04
210 1.116672606E+01 1.230550359E+00 1.216987701E+00 1.356265800E-02 1.230049396E+00 1.216346017E+00 1.370337900E-02 5.009630000E-04 6.416840000E-04
210 1.133324570E+01 1.232524193E+00 1.217640647E+00 1.488354600E-02 1.232179765E+00 1.217205626E+00 1.497413900E-02 3.444280000E-04 4.350210000E-04
210 1.149996187E+01 1.234965267E+00 1.218538982E+00 1.642628500E-02 1.234727148E+00 1.218242694E+00 1.648445400E-02 2.381190000E-04 2.962880000E-04
210 1.166670514E+01 1.237831771E+00 1.219745671E+00 1.808610000E-02 1.237665585E+00 1.219539720E+00 1.812586500E-02 1.661860000E-04 2.059510000E-04
210 1.183333839E+01 1.241018857E+00 1.221281537E+00 1.973732000E-02 1.240901188E+00 1.221139304E+00 1.976188400E-02 1.176690000E-04 1.422330000E-04
