d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.009862168E+00 1.212106997E+00 -2.022448290E-01 1.007064758E+00 1.196912735E+00 -1.898479770E-01 2.797410000E-03 1.519426200E-02
150 1.016672606E+01 1.009864959E+00 1.212176447E+00 -2.023114880E-01 1.007746014E+00 1.201525661E+00 -1.937796470E-01 2.118945000E-03 1.065078600E-02
150 1.033324570E+01 1.009869137E+00 1.212277833E+00 -2.024086960E-01 1.008305177E+00 1.204868386E+00 -1.965632090E-01 1.563960000E-03 7.409447000E-03
150 1.049996187E+01 1.009875440E+00 1.212425460E+00 -2.025500200E-01 1.008744314E+00 1.207299030E+00 -1.985547160E-01 1.131126000E-03 5.126430000E-03
150 1.066670514E+01 1.009885054E+00 1.212639652E+00 -2.027545980E-01 1.009079097E+00 1.209106093E+00 -2.000269960E-01 8.059570000E-04 3.533559000E-03
150 1.083333839E+01 1.009899920E+00 1.212948832E+00 -2.030489120E-01 1.009331430E+00 1.210518919E+00 -2.011874890E-01 5.684900000E-04 2.429913000E-03
150 1.100000000E+01 1.009923294E+00 1.213391639E+00 -2.034683450E-01 1.009554512E+00 1.211722629E+00 -2.021681170E-01 3.687820000E-04 1.669010000E-03
150 1.116672606E+01 1.017051436E+00 1.214019034E+00 -1.969675980E-01 1.017472564E+00 1.212872715E+00 -1.954001510E-01 -4.211280000E-04 1.146319000E-03
150 1.133324570E+01 1.028242077E+00 1.214894470E+00 -1.866523930E-01 1.028526618E+00 1.214106297E+00 -1.855796790E-01 -2.845410000E-04 7.881730000E-04
150 1.149996187E+01 1.043246830E+00 1.216090290E+00 -1.728434600E-01 1.043434475E+00 1.215547118E+00 -1.721126430E-01 -1.876450000E-04 5.431720000E-04
150 1.166670514E+01 1.062561201E+00 1.217677770E+00 -1.551165690E-01 1.062679301E+00 1.217302012E+00 -1.546227110E-01 -1.181000000E-04 3.757580000E-04
150 1.183333839E+01 1.086046526E+00 1.219708464E+00 -1.336619380E-01 1.086114091E+00 1.219447087E+00 -1.333329960E-01 -6.756500000E-05 2.613770000E-04
150 1.200000000E+01 1.112512964E+00 1.222190490E+00 -1.096775260E-01 1.112543829E+00 1.222007277E+00 -1.094634480E-01 -3.086500000E-05 1.832130000E-04
150 1.216672606E+01 1.139654761E+00 1.225070865E+00 -8.541610400E-02 1.139660047E+00 1.224941179E+00 -8.528113200E-02 -5.286000000E-06 1.296860000E-04
150 1.233324570E+01 1.164732776E+00 1.228239778E+00 -6.350700200E-02 1.164722097E+00 1.228146863E+00 -6.342476600E-02 1.067900000E-05 9.291500000E-05
150 1.249996187E+01 1.185779059E+00 1.231560717E+00 -4.578165800E-02 1.185760364E+00 1.231493175E+00 -4.573281100E-02 1.869500000E-05 6.754200000E-05
150 1.266670514E+01 1.202346631E+00 1.234907821E+00 -3.256119000E-02 1.202325664E+00 1.234857867E+00 -3.253220300E-02 2.096700000E-05 4.995400000E-05
150 1.283333839E+01 1.215193681E+00 1.238186260E+00 -2.299257900E-02 1.215173678E+00 1.238148514E+00 -2.297483600E-02 2.000300000E-05 3.774600000E-05
150 1.300000000E+01 1.225410678E+00 1.241336277E+00 -1.592559900E-02 1.225392949E+00 1.241307076E+00 -1.591412700E-02 1.772900000E-05 2.920100000E-05
180 1.000000000E+01 1.008792650E+00 1.198812187E+00 -1.900195370E-01 1.006574952E+00 1.185055527E+00 -1.784805750E-01 2.217698000E-03 1.375666000E-02
180 1.016672606E+01 1.008794177E+00 1.198950371E+00 -1.901561940E-01 1.007132318E+00 1.189325889E+00 -1.821935710E-01 1.661859000E-03 9.624482000E-03
180 1.033324570E+01 1.008796588E+00 1.199151539E+00 -1.903549510E-01 1.007580388E+00 1.192465795E+00 -1.848854070E-01 1.216200000E-03 6.685744000E-03
180 1.049996187E+01 1.008800490E+00 1.199443353E+00 -1.906428630E-01 1.007926365E+00 1.194821583E+00 -1.868952180E-01 8.741250000E-04 4.621770000E-03
180 1.066670514E+01 1.008806974E+00 1.199864321E+00 -1.910573470E-01 1.008186717E+00 1.196679124E+00 -1.884924070E-01 6.202570000E-04 3.185197000E-03
180 1.083333839E+01 1.008818050E+00 1.200466908E+00 -1.916488580E-01 1.008381508E+00 1.198275135E+00 -1.898936270E-01 4.365420000E-04 2.191773000E-03
180 1.100000000E+01 1.008837456E+00 1.201319786E+00 -1.924823300E-01 1.008531421E+00 1.199811899E+00 -1.912804780E-01 3.060350000E-04 1.507887000E-03
180 1.116672606E+01 1.008872121E+00 1.202507952E+00 -1.936358310E-01 1.008657541E+00 1.201469383E+00 -1.928118420E-01 2.145800000E-04 1.038569000E-03
180 1.133324570E+01 1.009712048E+00 1.204127063E+00 -1.944150150E-01 1.010040158E+00 1.203409866E+00 -1.933697080E-01 -3.281100000E-04 7.171970000E-04
180 1.149996187E+01 1.030260081E+00 1.206268075E+00 -1.760079940E-01 1.030470864E+00 1.205770720E+00 -1.752998560E-01 -2.107830000E-04 4.973550000E-04
180 1.166670514E+01 1.055523392E+00 1.208989976E+00 -1.534665840E-01 1.055649598E+00 1.208642958E+00 -1.529933600E-01 -1.262060000E-04 3.470180000E-04
180 1.183333839E+01 1.084381739E+00 1.212284773E+00 -1.279030340E-01 1.084446807E+00 1.212040659E+00 -1.275938520E-01 -6.506800000E-05 2.441140000E-04
180 1.200000000E+01 1.114425400E+00 1.216052435E+00 -1.016270350E-01 1.114447622E+00 1.215879001E+00 -1.014313790E-01 -2.222200000E-05 1.734340000E-04
180 1.216672606E+01 1.142594902E+00 1.220111093E+00 -7.751619100E-02 1.142589617E+00 1.219986431E+00 -7.739681400E-02 5.285000000E-06 1.246620000E-04
180 1.233324570E+01 1.166518570E+00 1.224249250E+00 -5.773068000E-02 1.166498534E+00 1.224158470E+00 -5.765993600E-02 2.003600000E-05 9.078000000E-05
180 1.249996187E+01 1.185486270E+00 1.228289366E+00 -4.280309600E-02 1.185460781E+00 1.228222279E+00 -4.276149800E-02 2.548900000E-05 6.708700000E-05
180 1.266670514E+01 1.200223563E+00 1.232118942E+00 -3.189537900E-02 1.200198099E+00 1.232068516E+00 -3.187041700E-02 2.546400000E-05 5.042600000E-05
180 1.283333839E+01 1.211924837E+00 1.235685447E+00 -2.376061000E-02 1.211901864E+00 1.235646744E+00 -2.374488000E-02 2.297300000E-05 3.870300000E-05
180 1.300000000E+01 1.221562484E+00 1.238974502E+00 -1.741201800E-02 1.221542650E+00 1.238944136E+00 -1.740148600E-02 1.983400000E-05 3.036600000E-05
210 1.000000000E+01 1.008065881E+00 1.190637495E+00 -1.825716140E-01 1.006222006E+00 1.177724684E+00 -1.715026780E-01 1.843875000E-03 1.291281100E-02
210 1.016672606E+01 1.008065690E+00 1.190845857E+00 -1.827801670E-01 1.006695057E+00 1.181816310E+00 -1.751212530E-01 1.370633000E-03 9.029547000E-03
210 1.033324570E+01 1.008065732E+00 1.191148456E+00 -1.830827240E-01 1.007068876E+00 1.184876828E+00 -1.778079520E-01 9.968560000E-04 6.271628000E-03
210 1.049996187E+01 1.008066462E+00 1.191585533E+00 -1.835190710E-01 1.007353148E+00 1.187248506E+00 -1.798953580E-01 7.133140000E-04 4.337027000E-03
210 1.066670514E+01 1.008068923E+00 1.192212344E+00 -1.841434210E-01 1.007564162E+00 1.189220476E+00 -1.816563140E-01 5.047610000E-04 2.991868000E-03
210 1.083333839E+01 1.008075355E+00 1.193101970E+00 -1.850266150E-01 1.007720502E+00 1.191039597E+00 -1.833190950E-01 3.548530000E-04 2.062373000E-03
210 1.100000000E+01 1.008090378E+00 1.194345999E+00 -1.862556210E-01 1.007841466E+00 1.192923211E+00 -1.850817450E-01 2.489120000E-04 1.422788000E-03
210 1.116672606E+01 1.008123058E+00 1.196050036E+00 -1.879269780E-01 1.007948067E+00 1.195066098E+00 -1.871180310E-01 1.749910000E-04 9.839380000E-04
210 1.133324570E+01 1.008190194E+00 1.198319009E+00 -1.901288150E-01 1.008066255E+00 1.197635726E+00 -1.895694710E-01 1.239390000E-04 6.832830000E-04
210 1.149996187E+01 1.026452998E+00 1.201228982E+00 -1.747759840E-01 1.026673374E+00 1.200751585E+00 -1.740782110E-01 -2.203760000E-04 4.773970000E-04
210 1.166670514E+01 1.056696638E+00 1.204788122E+00 -1.480914840E-01 1.056820082E+00 1.204451866E+00 -1.476317840E-01 -1.234440000E-04 3.362560000E-04
210 1.183333839E+01 1.089092140E+00 1.208903141E+00 -1.198110010E-01 1.089146845E+00 1.208664037E+00 -1.195171920E-01 -5.470500000E-05 2.391040000E-04
210 1.200000000E+01 1.120387792E+00 1.213380242E+00 -9.299245000E-02 1.120396887E+00 1.213208351E+00 -9.281146400E-02 -9.095000000E-06 1.718910000E-04
210 1.216672606E+01 1.147662793E+00 1.217975415E+00 -7.031262200E-02 1.147645567E+00 1.217850441E+00 -7.020487400E-02 1.722600000E-05 1.249740000E-04
210 1.233324570E+01 1.169639455E+00 1.222469352E+00 -5.282989700E-02 1.169610510E+00 1.222377310E+00 -5.276680000E-02 2.894500000E-05 9.204200000E-05
