N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.223875905E+00 1.219738586E+00 1.216691025E+00 1.213601075E+00
1.016672606E+01 1.223900560E+00 1.219776923E+00 1.216749308E+00 1.213683632E+00
1.033324570E+01 1.223936629E+00 1.219832956E+00 1.216834349E+00 1.213837112E+00
1.049996187E+01 1.223989363E+00 1.219914658E+00 1.216958004E+00 1.214027464E+00
1.066670514E+01 1.224066288E+00 1.220033508E+00 1.217137048E+00 1.214262306E+00
1.083333839E+01 1.224178206E+00 1.220205629E+00 1.217394757E+00 1.214615125E+00
1.100000000E+01 1.224340391E+00 1.220453453E+00 1.217762541E+00 1.215096321E+00
1.116672606E+01 1.224574065E+00 1.220807268E+00 1.218281116E+00 1.215789814E+00
1.133324570E+01 1.224908042E+00 1.221306482E+00 1.219000398E+00 1.216730974E+00
1.149996187E+01 1.225380037E+00 1.221999546E+00 1.219976375E+00 1.217990884E+00
1.166670514E+01 1.226036887E+00 1.222941315E+00 1.221263809E+00 1.219627619E+00
1.183333839E+01 1.226932598E+00 1.224186302E+00 1.222904371E+00 1.221642837E+00
1.200000000E+01 1.228122764E+00 1.225777942E+00 1.224913250E+00 1.224016921E+00
1.216672606E+01 1.229655200E+00 1.227736222E+00 1.227270668E+00 1.226692512E+00
1.233324570E+01 1.231558848E+00 1.230049981E+00 1.229925185E+00 1.229590739E+00
1.249996187E+01 1.233835521E+00 1.232679444E+00 1.232809973E+00 1.232636530E+00
1.266670514E+01 1.236459870E+00 1.235570253E+00 1.235864963E+00 1.235780613E+00
1.283333839E+01 1.239389060E+00 1.238672285E+00 1.239054012E+00 1.239008575E+00
1.300000000E+01 1.242578149E+00 1.241954462E+00 1.242370371E+00 1.242336037E+00
