fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.602277782E-13 1.000000000E+20 1.225496291E+00 1.565597301E-14 9.968340031E-05 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.473137118E-13 1.000000000E+20 1.247022185E+00 1.053414072E-14 3.823108947E-05 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.174856998E-13 1.000000000E+20 1.124688959E+00 1.876559595E-14 1.010026459E-04 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.105940621E-13 1.000000000E+20 1.250288699E+00 1.537625730E-14 3.311550501E-05 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.004542563E-13 1.000000000E+20 1.161078898E+00 2.474574069E-14 8.363342849E-05 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.978522030E-13 1.000000000E+20 1.252406858E+00 2.240533633E-14 3.744734249E-05 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.119207315E-13 1.000000000E+20 1.199361018E+00 3.445468601E-14 5.317304522E-05 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.154583978E-13 1.000000000E+20 1.256637570E+00 3.260429196E-14 4.092461821E-05 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.575724781E-13 1.000000000E+20 1.223016314E+00 4.900804762E-14 4.243310189E-05 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.694888349E-13 1.000000000E+20 1.260786695E+00 4.727999664E-14 5.142001148E-05 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.427890635E-13 1.000000000E+20 1.246130874E+00 7.020655628E-14 3.879874336E-05 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.648152973E-13 1.000000000E+20 1.268265891E+00 6.841933924E-14 4.798900565E-05 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.170746734E-12 1.000000000E+20 1.261708934E+00 1.004208709E-13 4.396522101E-05 
007_340_SRH 007_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.004279131E-12 1.000000000E+20 1.275949849E+00 9.883192040E-14 5.554422742E-05 
008_340 008_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.443715710E-12 1.000000000E+20 1.276750537E+00 1.443974141E-13 5.731926730E-05 
008_340_SRH 008_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.289486484E-12 1.000000000E+20 1.284616265E+00 1.427276440E-13 6.757100270E-05 
009_340 009_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.764665864E-12 1.000000000E+20 1.292071206E+00 2.087415047E-13 7.009973159E-05 
009_340_SRH 009_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.622558446E-12 1.000000000E+20 1.296097619E+00 2.069848054E-13 7.981321601E-05 
010_340 010_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.140657908E-12 1.000000000E+20 1.304916385E+00 3.017653342E-13 8.547150131E-05 
010_340_SRH 010_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.009784972E-12 1.000000000E+20 1.306860081E+00 2.999180402E-13 9.602818856E-05 
011_340 011_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.583179406E-12 1.000000000E+20 1.314423860E+00 4.355274468E-13 1.087209807E-04 
011_340_SRH 011_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.462260500E-12 1.000000000E+20 1.315332416E+00 4.336310517E-13 1.185020240E-04 
012_340 012_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.108910854E-12 1.000000000E+20 1.323613079E+00 6.317256906E-13 1.399595488E-04 
012_340_SRH 012_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.996540678E-12 1.000000000E+20 1.324305141E+00 6.300903522E-13 1.481440747E-04 
013_340 013_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.737841392E-12 1.000000000E+20 1.329383443E+00 9.152350030E-13 1.835054381E-04 
013_340_SRH 013_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.632548751E-12 1.000000000E+20 1.329820802E+00 9.136880118E-13 1.908393616E-04 
014_340 014_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.494052208E-12 1.000000000E+20 1.336860565E+00 1.333923656E-12 2.327795091E-04 
014_340_SRH 014_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.394559625E-12 1.000000000E+20 1.337086328E+00 1.332319552E-12 2.393425943E-04 
015_340 015_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.402238132E-12 1.000000000E+20 1.340791353E+00 1.940259982E-12 2.950761627E-04 
015_340_SRH 015_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.307555334E-12 1.000000000E+20 1.340959975E+00 1.938677347E-12 3.020061063E-04 
016_340 016_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.493269044E-12 1.000000000E+20 1.344771482E+00 2.828865824E-12 3.697407626E-04 
016_340_SRH 016_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.402495069E-12 1.000000000E+20 1.344837847E+00 2.827048536E-12 3.765534847E-04 
017_340 017_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.801741764E-12 1.000000000E+20 1.348643590E+00 4.131909642E-12 4.578176325E-04 
017_340_SRH 017_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.714335180E-12 1.000000000E+20 1.348753183E+00 4.130060656E-12 4.628375454E-04 
018_340 018_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.173724470E-12 1.000000000E+20 1.328684801E+00 6.207766398E-12 9.985508568E-04 
018_340_SRH 018_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.089461646E-12 1.000000000E+20 1.328889104E+00 6.207173688E-12 1.006456960E-03 
019_340 019_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.120125109E-11 1.000000000E+20 1.366472288E+00 9.041465232E-12 1.330944148E-03 
019_340_SRH 019_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.111899365E-11 1.000000000E+20 1.366635201E+00 9.041434985E-12 1.339345485E-03 
