N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017928806E+00 1.014117329E+00 1.012808505E+00 1.011805290E+00
1.600000000E+01 1.234065742E+00 1.229948053E+00 1.226587455E+00 1.223753510E+00
1.700000000E+01 1.257267627E+00 1.255467128E+00 1.254410374E+00 1.253386190E+00
1.549996187E+01 1.211542232E+00 1.206826341E+00 1.202886740E+00 1.199055436E+00
1.649996187E+01 1.239612531E+00 1.235857445E+00 1.232748095E+00 1.230702455E+00
1.674996808E+01 1.244974546E+00 1.242100352E+00 1.239713324E+00 1.238307338E+00
1.624993176E+01 1.237740987E+00 1.233632087E+00 1.230258873E+00 1.227736356E+00
1.574996808E+01 1.225766367E+00 1.221826181E+00 1.218467258E+00 1.215511503E+00
1.524993176E+01 1.169416185E+00 1.160635870E+00 1.152621943E+00 1.145460775E+00
