T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
315 001_315 36.807 5.749770E-1 3.791753E+1 8.124510E+1 1.771280E+1 4.926720E-1 3.595259E+1 1.000000E+2 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 1.000E+16
315 002_315 36.807 5.743570E-1 3.785251E+1 8.123370E+1 1.766090E+1 4.920350E-1 3.589356E+1 1.000000E+2 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 1.000E+16
315 003_315 36.807 5.734950E-1 3.776015E+1 8.121750E+1 1.758790E+1 4.911700E-1 3.580811E+1 1.000000E+2 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 1.000E+16
315 004_315 36.807 5.723230E-1 3.763077E+1 8.119510E+1 1.748700E+1 4.900300E-1 3.568547E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 1.000E+16
315 005_315 36.807 5.707730E-1 3.745301E+1 8.116420E+1 1.735060E+1 4.885860E-1 3.551184E+1 1.000000E+2 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 1.000E+16
315 006_315 36.807 5.687400E-1 3.721502E+1 8.112930E+1 1.717160E+1 4.868450E-1 3.527111E+1 1.000000E+2 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 1.000E+16
315 007_315 36.807 5.662290E-1 3.690682E+1 8.104960E+1 1.693750E+1 4.847940E-1 3.493754E+1 1.000000E+2 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 1.000E+16
315 008_315 36.807 5.633130E-1 3.652359E+1 8.098480E+1 1.666200E+1 4.816750E-1 3.459177E+1 1.000000E+2 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 1.000E+16
315 009_315 36.807 5.600620E-1 3.606854E+1 8.090960E+1 1.634430E+1 4.785230E-1 3.415563E+1 1.000000E+2 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 1.000E+16
315 010_315 36.807 5.564380E-1 3.555316E+1 8.083760E+1 1.599220E+1 4.754950E-1 3.363277E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 1.000E+16
315 011_315 36.807 5.526930E-1 3.499349E+1 8.070850E+1 1.560960E+1 4.716180E-1 3.309789E+1 1.000000E+2 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 1.000E+16
315 012_315 36.807 5.487930E-1 3.440384E+1 8.061340E+1 1.522030E+1 4.678940E-1 3.252939E+1 1.000000E+2 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 1.000E+16
315 013_315 36.807 5.447070E-1 3.379178E+1 8.047750E+1 1.481320E+1 4.643310E-1 3.190221E+1 1.000000E+2 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 1.000E+16
315 014_315 36.807 5.405190E-1 3.315735E+1 8.035800E+1 1.440190E+1 4.599270E-1 3.131349E+1 1.000000E+2 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 1.000E+16
315 015_315 36.807 5.360390E-1 3.249605E+1 8.024820E+1 1.397850E+1 4.559910E-1 3.065532E+1 1.000000E+2 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 1.000E+16
