T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.291853905E+00 1.291965013E+00 1.292127001E+00 1.292362739E+00 1.292704696E+00 1.293198241E+00 1.293905372E+00 1.294908040E+00 1.296309394E+00 1.298230031E+00 1.300795677E+00 1.304113879E+00 1.308242426E+00 1.313160848E+00 1.318762215E+00 1.324876248E+00 1.331314919E+00 1.337914728E+00 1.344554364E+00
295 1.292050328E+00 1.292149825E+00 1.292294973E+00 1.292506325E+00 1.292813099E+00 1.293256234E+00 1.293891882E+00 1.294794696E+00 1.296059490E+00 1.297798768E+00 1.300132883E+00 1.303170247E+00 1.306979171E+00 1.311560228E+00 1.316834468E+00 1.322659342E+00 1.328867731E+00 1.335307925E+00 1.341863146E+00
300 1.293368210E+00 1.293457145E+00 1.293586940E+00 1.293775991E+00 1.294050485E+00 1.294447153E+00 1.295016494E+00 1.295825859E+00 1.296961272E+00 1.298525831E+00 1.300631846E+00 1.303384382E+00 1.306856915E+00 1.311065994E+00 1.315957759E+00 1.321417872E+00 1.327303526E+00 1.333479547E+00 1.339838325E+00
305 1.295649060E+00 1.295729186E+00 1.295846133E+00 1.296016475E+00 1.296263783E+00 1.296621121E+00 1.297133921E+00 1.297862794E+00 1.298885227E+00 1.300294387E+00 1.302192675E+00 1.304678015E+00 1.307823437E+00 1.311655138E+00 1.316139273E+00 1.321187709E+00 1.326683304E+00 1.332511003E+00 1.338576642E+00
310 1.298809133E+00 1.298882919E+00 1.298990601E+00 1.299147385E+00 1.299374887E+00 1.299703343E+00 1.300174163E+00 1.300842373E+00 1.301777946E+00 1.303064583E+00 1.304793896E+00 1.307053766E+00 1.309911432E+00 1.313395649E+00 1.317485652E+00 1.322114854E+00 1.327190542E+00 1.332619439E+00 1.338324052E+00
315 1.302226345E+00 1.302296712E+00 1.302399363E+00 1.302548722E+00 1.302765213E+00 1.303077299E+00 1.303523706E+00 1.304155427E+00 1.305036529E+00 1.306242414E+00 1.307853983E+00 1.309947104E+00 1.312578659E+00 1.315773059E+00 1.319514880E+00 1.323752732E+00 1.328414957E+00 1.333429797E+00 1.338738266E+00
320 1.306094757E+00 1.306165172E+00 1.306267828E+00 1.306417043E+00 1.306633004E+00 1.306943651E+00 1.307386647E+00 1.308010899E+00 1.308876628E+00 1.310052694E+00 1.311609983E+00 1.313611075E+00 1.316098449E+00 1.319085421E+00 1.322553628E+00 1.326459206E+00 1.330746386E+00 1.335362852E+00 1.340268559E+00
325 1.309560697E+00 1.309635035E+00 1.309743315E+00 1.309900506E+00 1.310127623E+00 1.310453467E+00 1.310916456E+00 1.311565538E+00 1.312459447E+00 1.313662544E+00 1.315236783E+00 1.317230674E+00 1.319668932E+00 1.322547678E+00 1.325837714E+00 1.329494738E+00 1.333472686E+00 1.337735234E+00 1.342260252E+00
330 1.312597724E+00 1.312680723E+00 1.312801505E+00 1.312976621E+00 1.313229150E+00 1.313590470E+00 1.314101828E+00 1.314814788E+00 1.315789189E+00 1.317087206E+00 1.318762990E+00 1.320850184E+00 1.323352443E+00 1.326242906E+00 1.329473968E+00 1.332992999E+00 1.336757048E+00 1.340741416E+00 1.344939817E+00
335 1.314759826E+00 1.314857499E+00 1.314999532E+00 1.315205214E+00 1.315501200E+00 1.315923517E+00 1.316518835E+00 1.317344225E+00 1.318463510E+00 1.319938874E+00 1.321817397E+00 1.324116360E+00 1.326814478E+00 1.329856060E+00 1.333168115E+00 1.336682541E+00 1.340353241E+00 1.344162696E+00 1.348117801E+00
340 1.315530088E+00 1.315650621E+00 1.315825715E+00 1.316078943E+00 1.316442624E+00 1.316960102E+00 1.317686621E+00 1.318688241E+00 1.320035980E+00 1.321793826E+00 1.324001274E+00 1.326655868E+00 1.329705686E+00 1.333059458E+00 1.336612141E+00 1.340274172E+00 1.343991307E+00 1.347749363E+00 1.351565986E+00
