fdCdf f
5.2775400E+2 9.3710739E-11
5.8783300E+2 6.6037863E-11
6.5475100E+2 4.6431673E-11
7.2928800E+2 3.4457007E-11
8.1230900E+2 2.8376857E-11
9.0478100E+2 2.7041661E-11
1.0077810E+3 3.0773894E-11
1.1225050E+3 4.0616394E-11
1.2502900E+3 5.6690585E-11
1.3926220E+3 7.7231825E-11
1.5511570E+3 9.9207558E-11
1.7277390E+3 1.1998685E-10
1.9244230E+3 1.3869429E-10
2.1434970E+3 1.5627885E-10
2.3875110E+3 1.7442298E-10
2.6593020E+3 1.9421027E-10
2.9620350E+3 2.1546618E-10
3.2992300E+3 2.3703452E-10
3.6748100E+3 2.5753757E-10
4.0931470E+3 2.7595229E-10
4.5591070E+3 2.9167368E-10
5.0781110E+3 3.0426506E-10
5.6561970E+3 3.1325448E-10
6.3000930E+3 3.1814115E-10
7.0172890E+3 3.1855965E-10
7.8161300E+3 3.1446816E-10
8.7059100E+3 3.0623735E-10
9.6969820E+3 2.9457110E-10
1.0800876E+4 2.8030927E-10
1.2030437E+4 2.6423650E-10
1.3399969E+4 2.4699738E-10
1.4925408E+4 2.2912986E-10
1.6624501E+4 2.1115264E-10
1.8517016E+4 1.9360232E-10
2.0624974E+4 1.7696936E-10
2.2972900E+4 1.6159248E-10
2.5588111E+4 1.4762335E-10
2.8501035E+4 1.3508010E-10
3.1745563E+4 1.2390548E-10
3.5359445E+4 1.1398517E-10
3.9384728E+4 1.0517066E-10
4.3868244E+4 9.7331640E-11
4.8862159E+4 9.0381819E-11
5.4424577E+4 8.4233645E-11
6.0620214E+4 7.8738977E-11
6.7521156E+4 7.3709347E-11
7.5207695E+4 6.9015970E-11
8.3769261E+4 6.4666741E-11
9.3305466E+4 6.0775920E-11
1.0392726E+5 5.7452821E-11
1.1575824E+5 5.4706897E-11
1.2893603E+5 5.2433155E-11
1.4361398E+5 5.0463907E-11
1.5996284E+5 4.8632765E-11
1.7817285E+5 4.6814021E-11
1.9845586E+5 4.4937950E-11
2.2104787E+5 4.2995475E-11
2.4621173E+5 4.1034815E-11
2.7424021E+5 3.9139629E-11
3.0545943E+5 3.7388295E-11
3.4023262E+5 3.5814631E-11
3.7896435E+5 3.4394505E-11
4.2210526E+5 3.3059608E-11
4.7015728E+5 3.1712002E-11
5.2367949E+5 3.0212088E-11
5.8329463E+5 2.8341535E-11
6.4969628E+5 2.5778136E-11
7.2365703E+5 2.2135489E-11
8.0603739E+5 1.7098272E-11
8.9779585E+5 1.0618272E-11
1.0000000E+6 6.9516339E-12
